Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	Cases_Doubling_Time	Deaths_Doubling_Time
-150	2020-02-28	53	0	53	0	0	0	0	0	0	0.0	0	0.0		
-149	2020-02-29	64	0	11	0	0	0	0	0	0	0.0	0	0.0		
-148	2020-03-01	127	0	63	0	0	0	1	0	0	0.0	0	0.0		
-147	2020-03-02	155	0	28	0	0	0	1	0	0	0.0	0	0.0		
-146	2020-03-03	196	0	41	0	0	0	2	0	0	0.0	0	0.0		
-145	2020-03-04	262	0	66	0	0	0	3	0	0	0.0	0	0.0		
-144	2020-03-05	400	0	138	0	0	0	4	0	1	0.0	0	0.0		
-143	2020-03-06	639	0	239	0	586	0	7	0	2	0.0	7	0.0		
-142	2020-03-07	795	0	156	0	731	0	9	0	1	0.0	8	0.0		
-141	2020-03-08	902	0	107	0	775	0	10	0	1	0.0	9	0.0		
-140	2020-03-09	1139	0	237	0	984	0	13	0	2	0.0	11	0.0		
-139	2020-03-10	1296	0	157	0	1100	0	15	0	1	0.0	13	0.0		
-138	2020-03-11	1567	0	271	0	1305	0	18	0	3	0.0	15	0.0		
-137	2020-03-12	2369	0	802	0	1969	0	28	0	9	0.0	23	0.0		
-136	2020-03-13	3062	0	693	0	2423	0	36	0	8	0.0	29	0.0		
-135	2020-03-14	3795	0	733	0	3000	0	45	0	8	0.0	36	0.0		
-134	2020-03-15	4838	0	1043	0	3936	0	58	0	12	0.0	47	0.0		
-133	2020-03-16	6012	0	1174	0	4873	0	72	0	14	0.0	58	0.0		
-132	2020-03-17	7156	12	1144	12	5860	12	86	0	13	0.145	70	0.14		
-131	2020-03-18	8198	12	1042	0	6631	12	98	0	12	0.0	79	0.14		
-130	2020-03-19	10999	20	2801	8	8630	20	132	0	33	0.096	103	0.24		
-129	2020-03-20	13957	31	2958	11	10895	31	168	0	35	0.132	131	0.37		
-128	2020-03-21	16662	47	2705	16	12867	47	200	0	32	0.193	154	0.57		
-127	2020-03-22	18610	55	1948	8	13772	55	224	0	23	0.096	165	0.66		
-126	2020-03-23	22672	86	4062	31	16660	86	273	1	48	0.373	200	1.04		
-125	2020-03-24	27436	114	4764	28	20280	102	330	1	57	0.337	244	1.23		
-124	2020-03-25	31554	149	4118	35	23356	137	380	1	49	0.422	281	1.65		
-123	2020-03-26	36508	198	4954	49	25509	178	439	2	59	0.59	307	2.14		
-122	2020-03-27	42288	253	5780	55	28331	222	509	3	69	0.662	341	2.67		
-121	2020-03-28	48582	325	6294	72	31920	278	585	3	75	0.867	384	3.35		
-120	2020-03-29	52547	389	3965	64	33937	334	632	4	47	0.771	408	4.02		
-119	2020-03-30	57298	455	4751	66	34626	369	690	5	57	0.795	417	4.44		
-118	2020-03-31	61913	583	4615	128	34477	469	745	7	55	1.542	415	5.65		
-117	2020-04-01	67366	732	5453	149	35812	583	811	8	65	1.795	431	7.02		
-116	2020-04-02	73522	872	6156	140	37014	674	885	10	74	1.686	445	8.12		
-115	2020-04-03	79696	1017	6174	145	37408	764	959	12	74	1.747	450	9.2		
-114	2020-04-04	85778	1158	6082	141	37196	833	1033	13	73	1.698	448	10.03		
-113	2020-04-05	91714	1342	5936	184	39167	953	1104	16	71	2.216	471	11.48		
-112	2020-04-06	95391	1434	3677	92	38093	979	1149	17	44	1.108	458	11.79		
-111	2020-04-07	99225	1607	3834	173	37312	1024	1195	19	46	2.084	449	12.33		
-110	2020-04-08	103228	1861	4003	254	35862	1129	1243	22	48	3.06	431	13.6		
-109	2020-04-09	108202	2107	4974	246	34680	1235	1303	25	59	2.963	417	14.88		
-108	2020-04-10	113525	2373	5323	266	33829	1356	1367	28	64	3.204	407	16.33		
