Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	Cases_Doubling_Time	Deaths_Doubling_Time
-69	2020-02-28	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-68	2020-02-29	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-67	2020-03-01	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-66	2020-03-02	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-65	2020-03-03	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-64	2020-03-04	1	0	1	0	0	0	1.01	0.0	1.01	0.0	0.0	0.0		
-63	2020-03-05	1	0	0	0	0	0	1.01	0.0	0.0	0.0	0.0	0.0		
-62	2020-03-06	2	0	1	0	2	0	2.019	0.0	1.01	0.0	2.019	0.0		
-61	2020-03-07	3	0	1	0	3	0	3.029	0.0	1.01	0.0	3.029	0.0		
-60	2020-03-08	9	0	6	0	9	0	9.086	0.0	6.058	0.0	9.086	0.0		
-59	2020-03-09	6	0		0	6	0	6.058	0.0		0.0	6.058	0.0		
-58	2020-03-10	7	0	1	0	7	0	7.067	0.0	1.01	0.0	7.067	0.0		
-57	2020-03-11	14	0	7	0	13	0	14.134	0.0	7.067	0.0	13.125	0.0		
-56	2020-03-12	14	0	0	0	13	0	14.134	0.0	0.0	0.0	13.125	0.0		
-55	2020-03-13	40	0	26	0	38	0	40.384	0.0	26.249	0.0	38.364	0.0		
-54	2020-03-14	40	0	0	0	37	0	40.384	0.0	0.0	0.0	37.355	0.0		
-53	2020-03-15	32	0		0	23	0	32.307	0.0		0.0	23.221	0.0		
-52	2020-03-16	85	0	53	0	79	0	85.815	0.0	53.508	0.0	79.758	0.0		
-51	2020-03-17	75	0		0	68	0	75.719	0.0		0.0	68.652	0.0		
-50	2020-03-18	88	0	13	0	74	0	88.844	0.0	13.125	0.0	74.71	0.0		
-49	2020-03-19	99	0	11	0	85	0	99.95	0.0	11.106	0.0	85.815	0.0		
-48	2020-03-20	146	0	47	0	106	0	147.4	0.0	47.451	0.0	107.017	0.0		
-47	2020-03-21	187	0	41	0	147	0	188.794	0.0	41.393	0.0	148.41	0.0		
-46	2020-03-22	187	0	0	0	155	0	188.794	0.0	0.0	0.0	156.487	0.0		
-45	2020-03-23	200	0	13	0	115	0	201.918	0.0	13.125	0.0	116.103	0.0		
