Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_%	DIVI_Intensivstationen_Betten_belegt_%
-87	2020-04-03	156	10	7	0	50	1	571	36	25	0.0	183	3.67		
-86	2020-04-04	165	10	9	0	48	1	604	36	32	0.0	175	3.67		
-85	2020-04-05	165	10	0	0	47	1	604	36	0	0.0	172	3.67		
-84	2020-04-06	171	10	6	0	42	0	626	36	21	0.0	153	0.0		
-83	2020-04-07	177	11	6	1	45	1	648	40	21	3.666	164	3.67		
-82	2020-04-08	184	11	7	0	45	1	674	40	25	0.0	164	3.67		
-81	2020-04-09	189	11	5	0	40	1	692	40	18	0.0	146	3.67		
-80	2020-04-10	193	11	4	0	37	1	707	40	14	0.0	135	3.67		
-79	2020-04-11	196	12	3	1	31	2	718	43	10	3.666	113	7.33		
-78	2020-04-12	197	12	1	0	32	2	722	43	3	0.0	117	7.33		
-77	2020-04-13	197	12	0	0	26	2	722	43	0	0.0	95	7.33		
-76	2020-04-14	197	12	0	0	20	1	722	43	0	0.0	73	3.67		
-75	2020-04-15	201	12	4	0	17	1	736	43	14	0.0	62	3.67		
-74	2020-04-16	208	13	7	1	19	2	762	47	25	3.666	69	7.33		
-73	2020-04-17	212	13	4	0	19	2	777	47	14	0.0	69	7.33		
-72	2020-04-18	214	14	2	1	18	2	784	51	7	3.666	65	7.33		
-71	2020-04-19	216	14	2	0	19	2	791	51	7	0.0	69	7.33		
-70	2020-04-20	219	14	3	0	22	2	802	51	10	0.0	80	7.33		
-69	2020-04-21	220	14	1	0	23	2	806	51	3	0.0	84	7.33		
-68	2020-04-22	221	14	1	0	20	2	810	51	3	0.0	73	7.33		
-67	2020-04-23	224	14	3	0	16	1	821	51	10	0.0	58	3.67		
-66	2020-04-24	228	14	4	0	16	1	835	51	14	0.0	58	3.67		
-65	2020-04-25	229	14	1	0	15	0	839	51	3	0.0	54	0.0		
-64	2020-04-26	230	14	1	0	14	0	843	51	3	0.0	51	0.0	0.0	33.3
-63	2020-04-27	230	14	0	0	11	0	843	51	0	0.0	40	0.0	0.0	33.3
-62	2020-04-28	232	14	2	0	12	0	850	51	7	0.0	43	0.0	6.8	59.1
-61	2020-04-29	234	14	2	0	13	0	857	51	7	0.0	47	0.0	7.1	57.1
-60	2020-04-30	235	14	1	0	11	0	861	51	3	0.0	40	0.0	0.0	0.0
-59	2020-05-01	235	14	0	0	7	0	861	51	0	0.0	25	0.0	0.0	0.0
-58	2020-05-02	235	14	0	0	6	0	861	51	0	0.0	21	0.0	0.0	0.0
-57	2020-05-03	235	14	0	0	5	0	861	51	0	0.0	18	0.0	0.0	0.0
-56	2020-05-04	235	14	0	0	5	0	861	51	0	0.0	18	0.0	0.0	0.0
-55	2020-05-05	236	14	1	0	4	0	865	51	3	0.0	14	0.0	4.0	60.0
-54	2020-05-06	239	14	3	0	5	0	876	51	10	0.0	18	0.0	4.0	58.0
-53	2020-05-07	242	14	3	0	7	0	887	51	10	0.0	25	0.0	4.0	58.0
-52	2020-05-08	244	14	2	0	9	0	894	51	7	0.0	32	0.0	3.9	60.8
-51	2020-05-09	245	14	1	0	10	0	898	51	3	0.0	36	0.0	3.9	51.0
-50	2020-05-10	248	14	3	0	13	0	909	51	10	0.0	47	0.0	3.9	51.0
-49	2020-05-11	248	14	0	0	13	0	909	51	0	0.0	47	0.0	3.9	49.0
-48	2020-05-12	250	14	2	0	14	0	916	51	7	0.0	51	0.0	3.9	54.9
-47	2020-05-13	251	14	1	0	12	0	920	51	3	0.0	43	0.0	2.0	47.1
-46	2020-05-14	252	14	1	0	10	0	923	51	3	0.0	36	0.0	2.0	44.0
-45	2020-05-15	252	14	0	0	8	0	923	51	0	0.0	29	0.0	2.0	54.0
-44	2020-05-16	252	14	0	0	7	0	923	51	0	0.0	25	0.0	2.0	62.0
-43	2020-05-17	252	14	0	0	4	0	923	51	0	0.0	14	0.0	2.0	58.0
-42	2020-05-18	252	14	0	0	4	0	923	51	0	0.0	14	0.0	2.0	48.0
-41	2020-05-19	252	14	0	0	2	0	923	51	0	0.0	7	0.0	2.0	48.0
-40	2020-05-20	252	14	0	0	1	0	923	51	0	0.0	3	0.0	0.0	62.0
-39	2020-05-21	252	14	0	0	0	0	923	51	0	0.0	0	0.0	0.0	66.0
-38	2020-05-22	252	14	0	0	0	0	923	51	0	0.0	0	0.0	0.0	62.0
-37	2020-05-23	252	14	0	0	0	0	923	51	0	0.0	0	0.0	0.0	68.0
-36	2020-05-24	252	14	0	0	0	0	923	51	0	0.0	0	0.0	0.0	54.0
-35	2020-05-25	252	14	0	0	0	0	923	51	0	0.0	0	0.0	0.0	64.0
-34	2020-05-26	253	14	1	0	1	0	927	51	3	0.0	3	0.0	0.0	60.0
-33	2020-05-27	253	14	0	0	1	0	927	51	0	0.0	3	0.0	2.0	62.0
-32	2020-05-28	254	14	1	0	2	0	931	51	3	0.0	7	0.0	0.0	68.0
-31	2020-05-29	254	14	0	0	2	0	931	51	0	0.0	7	0.0	0.0	54.0
-30	2020-05-30	255	14	1	0	3	0	934	51	3	0.0	10	0.0	0.0	66.0
-29	2020-05-31	255	14	0	0	3	0	934	51	0	0.0	10	0.0	0.0	68.6
-28	2020-06-01	255	14	0	0	3	0	934	51	0	0.0	10	0.0	0.0	64.7
-27	2020-06-02	255	14	0	0	2	0	934	51	0	0.0	7	0.0	0.0	76.0
-26	2020-06-03	255	14	0	0	2	0	934	51	0	0.0	7	0.0	0.0	68.0
-25	2020-06-04	255	14	0	0	1	0	934	51	0	0.0	3	0.0	0.0	76.0
-24	2020-06-05	255	14	0	0	1	0	934	51	0	0.0	3	0.0	0.0	78.0
-23	2020-06-06	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	75.0
-22	2020-06-07	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-21	2020-06-08	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-20	2020-06-09	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	74.0
-19	2020-06-10	255	14	0	0	0	0	934	51	0	0.0	0	0.0	2.0	74.0
-18	2020-06-11	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	82.0
-17	2020-06-12	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	66.0
-16	2020-06-13	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	68.0
-15	2020-06-14	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	68.0
-14	2020-06-15	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	68.0
-13	2020-06-16	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	66.0
-12	2020-06-17	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	66.0
-11	2020-06-18	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	78.0
-10	2020-06-19	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	80.0
-9	2020-06-20	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-8	2020-06-21	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-7	2020-06-22	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	80.0
-6	2020-06-23	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	82.0
-5	2020-06-24	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-4	2020-06-25	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	72.0
-3	2020-06-26	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	70.0
-2	2020-06-27	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	68.0
-1	2020-06-28	255	14	0	0	0	0	934	51	0	0.0	0	0.0	0.0	62.0
0	2020-06-29	256	14	1	0	1	0	938	51	3	0.0	3	0.0		
