Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_%	DIVI_Intensivstationen_Betten_belegt_%
-87	2020-04-03	46	1	0	0	14	0	277	6	0	0.0	84	0.0		
-86	2020-04-04	47	1	1	0	11	0	283	6	6	0.0	66	0.0		
-85	2020-04-05	47	1	0	0	8	0	283	6	0	0.0	48	0.0		
-84	2020-04-06	50	1	3	0	10	0	302	6	18	0.0	60	0.0		
-83	2020-04-07	50	1	0	0	9	0	302	6	0	0.0	54	0.0		
-82	2020-04-08	56	1	6	0	13	0	338	6	36	0.0	78	0.0		
-81	2020-04-09	62	1	6	0	16	0	374	6	36	0.0	96	0.0		
-80	2020-04-10	64	1	2	0	18	0	386	6	12	0.0	108	0.0		
-79	2020-04-11	64	1	0	0	17	0	386	6	0	0.0	102	0.0		
-78	2020-04-12	65	1	1	0	18	0	392	6	6	0.0	108	0.0		
-77	2020-04-13	67	1	2	0	17	0	404	6	12	0.0	102	0.0		
-76	2020-04-14	67	1	0	0	17	0	404	6	0	0.0	102	0.0		
-75	2020-04-15	68	1	1	0	12	0	410	6	6	0.0	72	0.0		
-74	2020-04-16	68	1	0	0	6	0	410	6	0	0.0	36	0.0		
-73	2020-04-17	70	1	2	0	6	0	422	6	12	0.0	36	0.0		
-72	2020-04-18	70	1	0	0	6	0	422	6	0	0.0	36	0.0		
-71	2020-04-19	70	1	0	0	5	0	422	6	0	0.0	30	0.0		
-70	2020-04-20	70	1	0	0	3	0	422	6	0	0.0	18	0.0		
-69	2020-04-21	71	1	1	0	4	0	428	6	6	0.0	24	0.0		
-68	2020-04-22	71	1	0	0	3	0	428	6	0	0.0	18	0.0		
-67	2020-04-23	75	1	4	0	7	0	453	6	24	0.0	42	0.0		
-66	2020-04-24	76	1	1	0	6	0	459	6	6	0.0	36	0.0		
-65	2020-04-25	77	1	1	0	7	0	465	6	6	0.0	42	0.0		
-64	2020-04-26	77	1	0	0	7	0	465	6	0	0.0	42	0.0	0.0	48.9
-63	2020-04-27	77	1	0	0	7	0	465	6	0	0.0	42	0.0	0.0	45.5
-62	2020-04-28	77	1	0	0	6	0	465	6	0	0.0	36	0.0	0.0	38.6
-61	2020-04-29	77	1	0	0	6	0	465	6	0	0.0	36	0.0	0.0	59.1
-60	2020-04-30	78	1	1	0	3	0	471	6	6	0.0	18	0.0	0.0	47.7
-59	2020-05-01	80	1	2	0	4	0	483	6	12	0.0	24	0.0	0.0	30.0
-58	2020-05-02	80	1	0	0	3	0	483	6	0	0.0	18	0.0	0.0	52.3
-57	2020-05-03	80	1	0	0	3	0	483	6	0	0.0	18	0.0	0.0	38.6
-56	2020-05-04	80	1	0	0	3	0	483	6	0	0.0	18	0.0	0.0	10.0
-55	2020-05-05	81	1	1	0	4	0	489	6	6	0.0	24	0.0	0.0	10.0
-54	2020-05-06	81	1	0	0	4	0	489	6	0	0.0	24	0.0	0.0	20.0
-53	2020-05-07	81	1	0	0	3	0	489	6	0	0.0	18	0.0	0.0	40.0
-52	2020-05-08	81	1	0	0	1	0	489	6	0	0.0	6	0.0	0.0	40.0
-51	2020-05-09	81	1	0	0	1	0	489	6	0	0.0	6	0.0	0.0	54.5
-50	2020-05-10	81	1	0	0	1	0	489	6	0	0.0	6	0.0	0.0	54.5
-49	2020-05-11	81	1	0	0	1	0	489	6	0	0.0	6	0.0	0.0	40.0
-48	2020-05-12	81	1	0	0	0	0	489	6	0	0.0	0	0.0	0.0	20.0
-47	2020-05-13	84	1	3	0	3	0	507	6	18	0.0	18	0.0	0.0	20.0
-46	2020-05-14	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	52.3
-45	2020-05-15	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	56.8
-44	2020-05-16	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	40.9
-43	2020-05-17	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	43.2
-42	2020-05-18	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	43.2
-41	2020-05-19	84	1	0	0	3	0	507	6	0	0.0	18	0.0	0.0	50.0
-40	2020-05-20	84	1	0	0	0	0	507	6	0	0.0	0	0.0	0.0	54.5
-39	2020-05-21	85	1	1	0	1	0	513	6	6	0.0	6	0.0	0.0	52.4
-38	2020-05-22	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	56.8
-37	2020-05-23	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	59.1
-36	2020-05-24	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	59.1
-35	2020-05-25	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	43.2
-34	2020-05-26	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	54.5
-33	2020-05-27	85	1	0	0	1	0	513	6	0	0.0	6	0.0	0.0	63.6
-32	2020-05-28	85	1	0	0	0	0	513	6	0	0.0	0	0.0	0.0	50.0
-31	2020-05-29	85	1	0	0	0	0	513	6	0	0.0	0	0.0	0.0	54.5
-30	2020-05-30	85	1	0	0	0	0	513	6	0	0.0	0	0.0	0.0	52.3
-29	2020-05-31	88	1	3	0	3	0	531	6	18	0.0	18	0.0	0.0	56.8
-28	2020-06-01	89	1	1	0	4	0	537	6	6	0.0	24	0.0	0.0	59.1
-27	2020-06-02	89	1	0	0	4	0	537	6	0	0.0	24	0.0	0.0	52.3
-26	2020-06-03	89	1	0	0	4	0	537	6	0	0.0	24	0.0	0.0	47.7
-25	2020-06-04	89	1	0	0	4	0	537	6	0	0.0	24	0.0	0.0	56.8
-24	2020-06-05	89	1	0	0	4	0	537	6	0	0.0	24	0.0	0.0	56.8
-23	2020-06-06	89	1	0	0	4	0	537	6	0	0.0	24	0.0	0.0	50.0
-22	2020-06-07	89	1	0	0	1	0	537	6	0	0.0	6	0.0	0.0	47.7
-21	2020-06-08	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	45.5
-20	2020-06-09	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	50.0
-19	2020-06-10	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	51.1
-18	2020-06-11	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	40.9
-17	2020-06-12	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	54.5
-16	2020-06-13	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	54.5
-15	2020-06-14	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	47.6
-14	2020-06-15	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	58.1
-13	2020-06-16	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	50.0
-12	2020-06-17	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	50.0
-11	2020-06-18	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	52.3
-10	2020-06-19	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	50.0
-9	2020-06-20	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	43.2
-8	2020-06-21	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	47.7
-7	2020-06-22	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	54.5
-6	2020-06-23	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	52.3
-5	2020-06-24	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	59.1
-4	2020-06-25	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	50.0
-3	2020-06-26	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	56.8
-2	2020-06-27	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	52.3
-1	2020-06-28	89	1	0	0	0	0	537	6	0	0.0	0	0.0	0.0	57.1
0	2020-06-29	89	1	0	0	0	0	537	6	0	0.0	0	0.0		
