Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_%	DIVI_Intensivstationen_Betten_belegt_%
-88	2020-04-02	369	24	37	5	200	19	3058	198	306	41.439	1657	157.47		
-87	2020-04-03	394	29	25	5	202	20	3265	240	207	41.439	1674	165.76		
-86	2020-04-04	422	29	28	0	215	20	3497	240	232	0.0	1781	165.76		
-85	2020-04-05	461	29	39	0	237	19	3820	240	323	0.0	1964	157.47		
-84	2020-04-06	512	36	51	7	264	23	4243	298	422	58.015	2187	190.62		
-83	2020-04-07	535	39	23	3	233	24	4433	323	190	24.863	1931	198.91		
-82	2020-04-08	561	39	26	0	229	20	4649	323	215	0.0	1897	165.76		
-81	2020-04-09	583	39	22	0	214	15	4831	323	182	0.0	1773	124.32		
-80	2020-04-10	597	40	14	1	203	11	4947	331	116	8.288	1682	91.17		
-79	2020-04-11	615	40	18	0	193	11	5097	331	149	0.0	1599	91.17		
-78	2020-04-12	622	40	7	0	161	11	5155	331	58	0.0	1334	91.17		
-77	2020-04-13	631	43	9	3	119	7	5229	356	74	24.863	986	58.01		
-76	2020-04-14	648	43	17	0	113	4	5370	356	140	0.0	936	33.15		
-75	2020-04-15	651	43	3	0	90	4	5395	356	24	0.0	745	33.15		
-74	2020-04-16	653	43	2	0	70	4	5411	356	16	0.0	580	33.15		
-73	2020-04-17	664	43	11	0	67	3	5503	356	91	0.0	555	24.86		
-72	2020-04-18	672	44	8	1	57	4	5569	364	66	8.288	472	33.15		
-71	2020-04-19	675	44	3	0	53	4	5594	364	24	0.0	439	33.15		
-70	2020-04-20	678	44	3	0	47	1	5619	364	24	0.0	389	8.29		
-69	2020-04-21	684	44	6	0	36	1	5668	364	49	0.0	298	8.29		
-68	2020-04-22	685	44	1	0	34	1	5677	364	8	0.0	281	8.29		
-67	2020-04-23	686	44	1	0	33	1	5685	364	8	0.0	273	8.29		
-66	2020-04-24	689	44	3	0	25	1	5710	364	24	0.0	207	8.29		
-65	2020-04-25	692	44	3	0	20	0	5735	364	24	0.0	165	0.0		
-64	2020-04-26	692	44	0	0	17	0	5735	364	0	0.0	140	0.0	0.0	50.0
-63	2020-04-27	695	45	3	1	17	1	5760	372	24	8.288	140	8.29	0.0	50.0
-62	2020-04-28	696	45	1	0	12	1	5768	372	8	0.0	99	8.29	35.1	59.5
-61	2020-04-29	696	45	0	0	11	1	5768	372	0	0.0	91	8.29	27.0	51.4
-60	2020-04-30	701	45	5	0	15	1	5809	372	41	0.0	124	8.29	28.6	51.4
-59	2020-05-01	701	45	0	0	12	1	5809	372	0	0.0	99	8.29	25.7	34.3
-58	2020-05-02	703	45	2	0	11	1	5826	372	16	0.0	91	8.29	25.7	34.3
-57	2020-05-03	704	45	1	0	12	1	5834	372	8	0.0	99	8.29		
-56	2020-05-04	705	45	1	0	10	0	5842	372	8	0.0	82	0.0	22.9	31.4
-55	2020-05-05	707	46	2	1	11	1	5859	381	16	8.288	91	8.29	22.9	31.4
-54	2020-05-06	710	47	3	1	14	2	5884	389	24	8.288	116	16.58	22.9	37.1
-53	2020-05-07	713	48	3	1	12	3	5909	397	24	8.288	99	24.86	20.0	34.3
-52	2020-05-08	715	48	2	0	14	3	5925	397	16	0.0	116	24.86	20.0	34.3
-51	2020-05-09	718	48	3	0	15	3	5950	397	24	0.0	124	24.86	17.1	25.7
-50	2020-05-10	721	48	3	0	17	3	5975	397	24	0.0	140	24.86	17.1	25.7
-49	2020-05-11	727	48	6	0	22	3	6025	397	49	0.0	182	24.86	11.4	22.9
-48	2020-05-12	728	48	1	0	21	2	6033	397	8	0.0	174	16.58	14.3	34.3
-47	2020-05-13	730	48	2	0	20	1	6050	397	16	0.0	165	8.29	14.3	34.3
-46	2020-05-14	730	48	0	0	17	0	6050	397	0	0.0	140	0.0	13.5	27.0
-45	2020-05-15	731	48	1	0	16	0	6058	397	8	0.0	132	0.0	13.5	27.0
-44	2020-05-16	731	48	0	0	13	0	6058	397	0	0.0	107	0.0	10.8	29.7
-43	2020-05-17	732	48	1	0	11	0	6066	397	8	0.0	91	0.0	11.4	28.6
-42	2020-05-18	732	48	0	0	5	0	6066	397	0	0.0	41	0.0	11.4	28.6
-41	2020-05-19	732	48	0	0	4	0	6066	397	0	0.0	33	0.0	11.4	28.6
-40	2020-05-20	732	48	0	0	2	0	6066	397	0	0.0	16	0.0	11.4	25.7
-39	2020-05-21	732	48	0	0	2	0	6066	397	0	0.0	16	0.0	11.4	25.7
-38	2020-05-22	733	48	1	0	2	0	6074	397	8	0.0	16	0.0	11.4	31.4
-37	2020-05-23	733	48	0	0	2	0	6074	397	0	0.0	16	0.0	8.6	22.9
-36	2020-05-24	733	48	0	0	1	0	6074	397	0	0.0	8	0.0	8.1	27.0
-35	2020-05-25	733	48	0	0	1	0	6074	397	0	0.0	8	0.0	8.8	20.6
-34	2020-05-26	733	48	0	0	1	0	6074	397	0	0.0	8	0.0	8.6	22.9
-33	2020-05-27	733	48	0	0	1	0	6074	397	0	0.0	8	0.0	5.7	11.4
-32	2020-05-28	733	48	0	0	1	0	6074	397	0	0.0	8	0.0	5.7	17.1
-31	2020-05-29	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	5.4	18.9
-30	2020-05-30	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	5.4	18.9
-29	2020-05-31	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	5.7	25.7
-28	2020-06-01	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	28.6
-27	2020-06-02	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	22.9
-26	2020-06-03	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	22.9
-25	2020-06-04	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	28.6
-24	2020-06-05	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	31.4
-23	2020-06-06	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	37.1
-22	2020-06-07	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	37.1
-21	2020-06-08	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	20.0
-20	2020-06-09	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	20.0
-19	2020-06-10	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	27.0
-18	2020-06-11	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	27.0
-17	2020-06-12	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	22.9
-16	2020-06-13	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	35.1
-15	2020-06-14	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	32.4
-14	2020-06-15	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	31.4
-13	2020-06-16	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	32.4
-12	2020-06-17	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.7	35.1
-11	2020-06-18	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	37.1
-10	2020-06-19	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	2.9	37.1
-9	2020-06-20	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	0.0	100.0
-8	2020-06-21	733	48	0	0	0	0	6074	397	0	0.0	0	0.0	0.0	100.0
-7	2020-06-22	733	48	0	0	0	0	6074	397	0	0.0	0	0.0		
-6	2020-06-23	733	48	0	0	0	0	6074	397	0	0.0	0	0.0		
-5	2020-06-24	734	48	1	0	1	0	6083	397	8	0.0	8	0.0		
-4	2020-06-25	734	48	0	0	1	0	6083	397	0	0.0	8	0.0	2.7	40.5
-3	2020-06-26	734	48	0	0	1	0	6083	397	0	0.0	8	0.0	2.7	40.5
-2	2020-06-27	734	48	0	0	1	0	6083	397	0	0.0	8	0.0	2.9	37.1
-1	2020-06-28	734	48	0	0	1	0	6083	397	0	0.0	8	0.0	0.0	34.3
0	2020-06-29	734	48	0	0	1	0	6083	397	0	0.0	8	0.0		
