Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	Cases_Doubling_Time	Deaths_Doubling_Time
-120	2020-01-28	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-119	2020-01-29	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-118	2020-01-30	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-117	2020-01-31	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-116	2020-02-01	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-115	2020-02-02	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-114	2020-02-03	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-113	2020-02-04	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-112	2020-02-05	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-111	2020-02-06	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-110	2020-02-07	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-109	2020-02-08	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-108	2020-02-09	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-107	2020-02-10	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-106	2020-02-11	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-105	2020-02-12	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-104	2020-02-13	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-103	2020-02-14	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-102	2020-02-15	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-101	2020-02-16	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-100	2020-02-17	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-99	2020-02-18	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-98	2020-02-19	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-97	2020-02-20	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-96	2020-02-21	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-95	2020-02-22	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-94	2020-02-23	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-93	2020-02-24	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-92	2020-02-25	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-91	2020-02-26	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-90	2020-02-27	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-89	2020-02-28	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-88	2020-02-29	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-87	2020-03-01	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-86	2020-03-02	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-85	2020-03-03	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-84	2020-03-04	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-83	2020-03-05	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0		
-82	2020-03-06	1	0	1	0	1	0	3.388	0.0	3.388	0.0	3.388	0.0		
-81	2020-03-07	1	0	0	0	1	0	3.388	0.0	0.0	0.0	3.388	0.0		
-80	2020-03-08	1	0	0	0	1	0	3.388	0.0	0.0	0.0	3.388	0.0		
-79	2020-03-09	2	0	1	0	2	0	6.777	0.0	3.388	0.0	6.777	0.0		
-78	2020-03-10	4	0	2	0	4	0	13.553	0.0	6.777	0.0	13.553	0.0		
-77	2020-03-11	5	0	1	0	5	0	16.941	0.0	3.388	0.0	16.941	0.0		
-76	2020-03-12	10	0	5	0	10	0	33.883	0.0	16.941	0.0	33.883	0.0		
-75	2020-03-13	10	0	0	0	9	0	33.883	0.0	0.0	0.0	30.495	0.0		
-74	2020-03-14	10	0	0	0	9	0	33.883	0.0	0.0	0.0	30.495	0.0		
-73	2020-03-15	18	0	8	0	17	0	60.989	0.0	27.106	0.0	57.601	0.0		
-72	2020-03-16	19	0	1	0	17	0	64.377	0.0	3.388	0.0	57.601	0.0		
-71	2020-03-17	26	0	7	0	22	0	88.095	0.0	23.718	0.0	74.542	0.0		
-70	2020-03-18	30	0	4	0	25	0	101.648	0.0	13.553	0.0	84.707	0.0		
-69	2020-03-19	39	0	9	0	29	0	132.143	0.0	30.495	0.0	98.26	0.0		
-68	2020-03-20	44	0	5	0	34	0	149.084	0.0	16.941	0.0	115.202	0.0		
-67	2020-03-21	50	1	6	1	40	1	169.414	3.388	20.33	3.388	135.531	3.388		
-66	2020-03-22	63	1	13	0	45	1	213.462	3.388	44.048	0.0	152.473	3.388		
-65	2020-03-23	75	3	12	2	56	3	254.121	10.165	40.659	6.777	189.744	10.165		
-64	2020-03-24	88	3	13	0	62	3	298.169	10.165	44.048	0.0	210.073	10.165		
-63	2020-03-25	104	4	16	1	74	4	352.381	13.553	54.212	3.388	250.733	13.553		
-62	2020-03-26	124	4	20	0	85	4	420.147	13.553	67.766	0.0	288.004	13.553		
-61	2020-03-27	131	4	7	0	87	4	443.865	13.553	23.718	0.0	294.78	13.553		
-60	2020-03-28	152	5	21	1	102	4	515.019	16.941	71.154	3.388	345.605	13.553		
-59	2020-03-29	165	5	13	0	102	4	559.066	16.941	44.048	0.0	345.605	13.553		
-58	2020-03-30	177	5	12	0	102	2	599.726	16.941	40.659	0.0	345.605	6.777		
-57	2020-03-31	185	5	8	0	97	2	626.832	16.941	27.106	0.0	328.663	6.777		
-56	2020-04-01	189	5	4	0	85	1	640.385	16.941	13.553	0.0	288.004	3.388		
-55	2020-04-02	217	6	28	1	93	2	735.257	20.33	94.872	3.388	315.11	6.777		
-54	2020-04-03	232	6	15	0	101	2	786.081	20.33	50.824	0.0	342.216	6.777		
-53	2020-04-04	241	7	9	1	89	2	816.575	23.718	30.495	3.388	301.557	6.777		
-52	2020-04-05	250	7	9	0	85	2	847.07	23.718	30.495	0.0	288.004	6.777		
-51	2020-04-06	267	8	17	1	90	3	904.671	27.106	57.601	3.388	304.945	10.165		
-50	2020-04-07	281	8	14	0	96	3	952.107	27.106	47.436	0.0	325.275	10.165		
-49	2020-04-08	291	9	10	1	102	4	985.989	30.495	33.883	3.388	345.605	13.553		
-48	2020-04-09	298	9	7	0	81	3	1009.707	30.495	23.718	0.0	274.451	10.165		
-47	2020-04-10	306	9	8	0	74	3	1036.814	30.495	27.106	0.0	250.733	10.165		
