Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-05	50	39	78.0	0	0.0	0	0
2020-07-07	50	36	72.0	0	0.0	0	0
2020-04-30	4	0	0.0	0	0.0	0	0
2020-05-05	50	30	60.0	2	4.0	2	100.0
2020-07-02	50	39	78.0	0	0.0	0	0
2020-06-21	50	35	70.0	0	0.0	0	0
2020-06-26	50	35	70.0	0	0.0	0	0
2020-06-18	50	39	78.0	0	0.0	0	0
2020-05-21	50	33	66.0	0	0.0	0	0
2020-06-09	50	37	74.0	0	0.0	0	0
2020-05-13	51	24	47.1	1	2.0	0	0.0
2020-07-27	50	33	66.0	1	2.0	1	100.0
2020-07-16	50	37	74.0	0	0.0	0	0
2020-06-28	50	31	62.0	0	0.0	0	0
2020-07-22	50	30	60.0	1	2.0	1	100.0
2020-05-23	50	34	68.0	0	0.0	0	0
2020-05-25	50	32	64.0	0	0.0	0	0
2020-07-29	50	37	74.0	1	2.0	1	100.0
2020-05-29	50	27	54.0	0	0.0	0	0
2020-07-03	50	34	68.0	0	0.0	0	0
2020-06-07	50	35	70.0	0	0.0	0	0
2020-06-11	50	41	82.0	0	0.0	0	0
2020-04-28	44	26	59.1	3	6.8	3	100.0
2020-07-18	50	34	68.0	1	2.0	1	100.0
2020-07-26	50	31	62.0	1	2.0	1	100.0
2020-05-24	50	27	54.0	0	0.0	0	0
2020-06-30	50	29	58.0	0	0.0	0	0
2020-06-25	50	36	72.0	0	0.0	0	0
2020-06-04	50	38	76.0	0	0.0	0	0
2020-07-11	50	33	66.0	0	0.0	0	0
2020-07-15	50	35	70.0	0	0.0	0	0
2020-04-27	6	2	33.3	0	0.0	0	0
2020-06-27	50	34	68.0	0	0.0	0	0
2020-07-14	50	31	62.0	0	0.0	0	0
2020-06-10	50	37	74.0	1	2.0	0	0.0
2020-06-16	50	33	66.0	0	0.0	0	0
2020-07-09	50	30	60.0	0	0.0	0	0
2020-06-13	50	34	68.0	0	0.0	0	0
2020-05-16	50	31	62.0	1	2.0	0	0.0
2020-05-20	50	31	62.0	0	0.0	0	0
2020-05-31	51	35	68.6	0	0.0	0	0
2020-06-17	50	33	66.0	0	0.0	0	0
2020-06-22	50	40	80.0	0	0.0	0	0
2020-07-21	50	33	66.0	1	2.0	1	100.0
2020-06-24	50	35	70.0	0	0.0	0	0
2020-06-02	50	38	76.0	0	0.0	0	0
2020-06-08	50	35	70.0	0	0.0	0	0
2020-07-24	50	32	64.0	1	2.0	1	100.0
2020-05-26	50	30	60.0	0	0.0	0	0
2020-04-26	6	2	33.3	0	0.0	0	0
2020-06-06	48	36	75.0	0	0.0	0	0
2020-05-18	50	24	48.0	1	2.0	0	0.0
2020-05-15	50	27	54.0	1	2.0	0	0.0
2020-05-11	51	25	49.0	2	3.9	0	0.0
2020-05-10	51	26	51.0	2	3.9	0	0.0
2020-05-02	4	0	0.0	0	0.0	0	0
2020-07-25	50	32	64.0	1	2.0	1	100.0
2020-06-12	50	33	66.0	0	0.0	0	0
2020-07-04	47	32	68.1	0	0.0	0	0
2020-05-04	4	0	0.0	0	0.0	0	0
2020-06-03	50	34	68.0	0	0.0	0	0
2020-07-01	50	32	64.0	0	0.0	0	0
2020-07-05	50	34	68.0	0	0.0	0	0
2020-06-23	50	41	82.0	0	0.0	0	0
2020-06-20	50	35	70.0	0	0.0	0	0
2020-05-06	50	29	58.0	2	4.0	2	100.0
2020-04-29	42	24	57.1	3	7.1	3	100.0
2020-07-23	50	40	80.0	1	2.0	1	100.0
2020-05-12	51	28	54.9	2	3.9	0	0.0
2020-07-10	50	30	60.0	0	0.0	0	0
2020-05-09	51	26	51.0	2	3.9	1	50.0
2020-07-13	50	29	58.0	0	0.0	0	0
2020-05-22	50	31	62.0	0	0.0	0	0
2020-07-17	50	32	64.0	0	0.0	0	0
2020-05-30	50	33	66.0	0	0.0	0	0
2020-05-27	50	31	62.0	1	2.0	0	0.0
2020-05-28	50	34	68.0	0	0.0	0	0
2020-05-17	50	29	58.0	1	2.0	0	0.0
2020-06-15	50	34	68.0	0	0.0	0	0
2020-05-08	51	31	60.8	2	3.9	1	50.0
2020-07-08	50	36	72.0	0	0.0	0	0
2020-06-14	50	34	68.0	0	0.0	0	0
2020-05-19	50	24	48.0	1	2.0	0	0.0
2020-07-20	50	35	70.0	1	2.0	1	100.0
2020-07-06	50	37	74.0	0	0.0	0	0
2020-05-07	50	29	58.0	2	4.0	2	100.0
2020-05-01	4	0	0.0	0	0.0	0	0
2020-07-28	52	36	69.2	1	1.9	1	100.0
2020-07-19	50	30	60.0	1	2.0	1	100.0
2020-06-19	50	40	80.0	0	0.0	0	0
2020-05-14	50	22	44.0	1	2.0	0	0.0
2020-06-01	51	33	64.7	0	0.0	0	0
2020-05-03	4	0	0.0	0	0.0	0	0
2020-06-29	50	32	64.0	0	0.0	0	0
2020-07-12	50	30	60.0	0	0.0	0	0
