Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	16	4	25.0	0	0.0	0	0
2020-06-17	16	7	43.8	0	0.0	0	0
2020-06-28	16	4	25.0	0	0.0	0	0
2020-06-18	16	7	43.8	0	0.0	0	0
2020-05-30	16	4	25.0	0	0.0	0	0
2020-04-27	16	4	25.0	0	0.0	0	0
2020-06-13	16	9	56.2	0	0.0	0	0
2020-06-11	16	5	31.2	0	0.0	0	0
2020-07-04	16	2	12.5	0	0.0	0	0
2020-05-25	16	4	25.0	0	0.0	0	0
2020-06-22	0	0		0		0	0
2020-06-14	16	5	31.2	0	0.0	0	0
2020-05-11	16	4	25.0	0	0.0	0	0
2020-05-21	16	5	31.2	0	0.0	0	0
2020-06-07	16	4	25.0	0	0.0	0	0
2020-06-03	16	3	18.8	0	0.0	0	0
2020-06-02	16	3	18.8	0	0.0	0	0
2020-06-25	16	6	37.5	0	0.0	0	0
2020-05-06	16	2	12.5	0	0.0	0	0
2020-06-24	0	0		0		0	0
2020-05-22	16	4	25.0	1	6.2	0	0.0
2020-04-30	16	8	50.0	0	0.0	0	0
2020-05-14	16	3	18.8	0	0.0	0	0
2020-05-29	16	5	31.2	0	0.0	0	0
2020-05-12	16	4	25.0	0	0.0	0	0
2020-05-07	16	2	12.5	0	0.0	0	0
2020-05-16	16	4	25.0	0	0.0	0	0
2020-05-31	22	6	27.3	0	0.0	0	0
2020-05-08	16	4	25.0	0	0.0	0	0
2020-06-08	20	4	20.0	0	0.0	0	0
2020-05-23	16	4	25.0	0	0.0	0	0
2020-05-28	25	17	68.0	0	0.0	0	0
2020-07-06	16	3	18.8	0	0.0	0	0
2020-06-20	16	6	37.5	0	0.0	0	0
2020-06-29	16	3	18.8	0	0.0	0	0
2020-06-12	16	6	37.5	0	0.0	0	0
2020-04-28	16	3	18.8	0	0.0	0	0
2020-07-02	16	3	18.8	0	0.0	0	0
2020-06-21	0	0		0		0	0
2020-04-29	16	8	50.0	0	0.0	0	0
2020-06-30	16	6	37.5	0	0.0	0	0
2020-05-04	16	4	25.0	0	0.0	0	0
2020-05-17	16	3	18.8	0	0.0	0	0
2020-05-05	16	4	25.0	0	0.0	0	0
2020-05-18	16	1	6.2	0	0.0	0	0
2020-05-02	16	5	31.2	0	0.0	0	0
2020-06-16	22	6	27.3	0	0.0	0	0
2020-05-20	16	6	37.5	0	0.0	0	0
2020-06-15	16	5	31.2	0	0.0	0	0
2020-05-19	16	1	6.2	0	0.0	0	0
2020-05-27	16	5	31.2	0	0.0	0	0
2020-07-05	16	3	18.8	0	0.0	0	0
2020-05-10	16	4	25.0	0	0.0	0	0
2020-06-05	16	5	31.2	0	0.0	0	0
2020-06-23	0	0		0		0	0
2020-06-04	16	6	37.5	0	0.0	0	0
2020-06-26	16	6	37.5	0	0.0	0	0
2020-06-06	16	5	31.2	0	0.0	0	0
2020-05-03	16	7	43.8	0	0.0	0	0
2020-07-03	16	3	18.8	0	0.0	0	0
2020-06-09	16	8	50.0	0	0.0	0	0
2020-06-19	16	7	43.8	0	0.0	0	0
2020-06-01	16	4	25.0	0	0.0	0	0
2020-06-27	16	7	43.8	0	0.0	0	0
2020-07-01	16	6	37.5	0	0.0	0	0
2020-05-26	16	5	31.2	0	0.0	0	0
2020-05-13	16	3	18.8	0	0.0	0	0
2020-04-26	16	4	25.0	0	0.0	0	0
2020-05-01	16	5	31.2	0	0.0	0	0
2020-06-10	16	6	37.5	0	0.0	0	0
2020-05-09	16	4	25.0	0	0.0	0	0
2020-05-15	16	4	25.0	0	0.0	0	0
