Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	119	84	70.6	1	0.8	0	0.0
2020-05-24	118	80	67.8	3	2.5	2	66.7
2020-07-12	119	88	73.9	1	0.8	0	0.0
2020-06-17	117	82	70.1	1	0.9	1	100.0
2020-06-28	116	77	66.4	1	0.9	1	100.0
2020-06-18	117	81	69.2	2	1.7	1	50.0
2020-05-30	119	82	68.9	5	4.2	1	20.0
2020-04-27	123	80	65.0	12	9.8	8	66.7
2020-06-13	115	83	72.2	2	1.7	1	50.0
2020-06-11	109	83	76.1	1	0.9	1	100.0
2020-07-04	116	88	75.9	2	1.7	1	50.0
2020-07-13	117	87	74.4	0	0.0	0	0
2020-05-25	119	85	71.4	3	2.5	2	66.7
2020-06-22	103	75	72.8	0	0.0	0	0
2020-06-14	90	69	76.7	2	2.2	1	50.0
2020-05-11	118	81	68.6	9	7.6	7	77.8
2020-05-21	116	80	69.0	3	2.6	3	100.0
2020-07-08	109	66	60.6	1	0.9	0	0.0
2020-06-07	119	90	75.6	1	0.8	1	100.0
2020-06-03	123	76	61.8	1	0.8	1	100.0
2020-06-02	121	81	66.9	3	2.5	1	33.3
2020-06-25	119	85	71.4	1	0.8	1	100.0
2020-05-06	119	80	67.2	7	5.9	7	100.0
2020-06-24	97	68	70.1	1	1.0	1	100.0
2020-07-09	110	86	78.2	1	0.9	0	0.0
2020-07-07	120	76	63.3	1	0.8	0	0.0
2020-05-22	117	84	71.8	3	2.6	2	66.7
2020-04-30	123	86	69.9	7	5.7	6	85.7
2020-05-14	119	81	68.1	6	5.0	4	66.7
2020-05-29	122	97	79.5	2	1.6	1	50.0
2020-05-12	117	78	66.7	7	6.0	6	85.7
2020-07-14	117	87	74.4	0	0.0	0	0
2020-05-07	119	80	67.2	7	5.9	6	85.7
2020-05-16	119	79	66.4	4	3.4	3	75.0
2020-05-31	111	88	79.3	4	3.6	1	25.0
2020-05-08	119	75	63.0	8	6.7	7	87.5
2020-06-08	117	88	75.2	1	0.9	1	100.0
2020-05-23	116	82	70.7	3	2.6	2	66.7
2020-05-28	119	86	72.3	2	1.7	1	50.0
2020-07-06	120	79	65.8	1	0.8	0	0.0
2020-07-15	118	83	70.3	0	0.0	0	0
2020-06-20	101	78	77.2	0	0.0	0	0
2020-06-29	121	87	71.9	1	0.8	1	100.0
2020-06-12	115	84	73.0	1	0.9	1	100.0
2020-04-28	122	76	62.3	10	8.2	7	70.0
2020-07-02	119	89	74.8	1	0.8	1	100.0
2020-06-21	103	74	71.8	0	0.0	0	0
2020-04-29	122	84	68.9	10	8.2	6	60.0
2020-06-30	118	88	74.6	1	0.8	1	100.0
2020-05-04	109	78	71.6	7	6.4	7	100.0
2020-05-17	118	74	62.7	4	3.4	3	75.0
2020-05-05	107	70	65.4	7	6.5	7	100.0
2020-05-18	118	75	63.6	4	3.4	3	75.0
2020-05-02	109	75	68.8	7	6.4	7	100.0
2020-06-16	119	85	71.4	1	0.8	1	100.0
2020-05-20	118	87	73.7	3	2.5	3	100.0
2020-06-15	117	87	74.4	1	0.9	1	100.0
2020-05-19	119	84	70.6	4	3.4	3	75.0
2020-05-27	119	82	68.9	2	1.7	1	50.0
2020-07-05	119	79	66.4	1	0.8	0	0.0
2020-05-10	119	80	67.2	9	7.6	8	88.9
2020-06-05	117	93	79.5	1	0.9	1	100.0
2020-06-23	103	71	68.9	0	0.0	0	0
2020-06-04	109	81	74.3	1	0.9	1	100.0
2020-06-26	117	87	74.4	1	0.9	1	100.0
2020-06-06	120	90	75.0	1	0.8	1	100.0
2020-05-03	109	76	69.7	8	7.3	7	87.5
2020-07-03	116	85	73.3	1	0.9	1	100.0
2020-06-09	117	89	76.1	1	0.9	1	100.0
2020-06-19	117	87	74.4	1	0.9	1	100.0
2020-06-01	113	83	73.5	3	2.7	1	33.3
2020-06-27	117	91	77.8	1	0.9	1	100.0
2020-07-01	118	93	78.8	1	0.8	1	100.0
2020-05-26	119	84	70.6	3	2.5	2	66.7
2020-05-13	419	384	91.6	7	1.7	6	85.7
2020-04-26	123	85	69.1	12	9.8	9	75.0
2020-05-01	119	78	65.5	8	6.7	7	87.5
2020-06-10	111	80	72.1	1	0.9	1	100.0
2020-07-11	119	90	75.6	1	0.8	0	0.0
2020-05-09	119	74	62.2	8	6.7	7	87.5
2020-05-15	119	76	63.9	5	4.2	3	60.0
