Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	101	67	66.3	4	4.0	2	50.0
2020-05-24	119	61	51.3	2	1.7	1	50.0
2020-07-12	115	68	59.1	4	3.5	2	50.0
2020-07-16	123	61	49.6	4	3.3	2	50.0
2020-06-17	90	52	57.8	0	0.0	0	0
2020-06-28	105	58	55.2	3	2.9	0	0.0
2020-06-18	90	51	56.7	0	0.0	0	0
2020-05-30	112	58	51.8	4	3.6	3	75.0
2020-04-27	144	54	37.5	4	2.8	4	100.0
2020-06-13	94	48	51.1	0	0.0	0	0
2020-06-11	96	49	51.0	0	0.0	0	0
2020-07-04	115	53	46.1	3	2.6	1	33.3
2020-07-13	107	58	54.2	4	3.7	2	50.0
2020-05-25	113	63	55.8	2	1.8	1	50.0
2020-06-22	90	46	51.1	0	0.0	0	0
2020-06-14	94	49	52.1	0	0.0	0	0
2020-05-11	104	58	55.8	3	2.9	1	33.3
2020-05-21	126	64	50.8	3	2.4	1	33.3
2020-07-08	115	63	54.8	5	4.3	2	40.0
2020-06-07	122	71	58.2	4	3.3	3	75.0
2020-07-17	120	67	55.8	4	3.3	2	50.0
2020-06-03	124	69	55.6	4	3.2	3	75.0
2020-06-02	122	65	53.3	4	3.3	3	75.0
2020-06-25	117	62	53.0	3	2.6	1	33.3
2020-05-06	120	67	55.8	4	3.3	1	25.0
2020-06-24	95	55	57.9	0	0.0	0	0
2020-07-09	108	56	51.9	4	3.7	2	50.0
2020-07-07	109	48	44.0	4	3.7	2	50.0
2020-05-22	118	61	51.7	3	2.5	1	33.3
2020-04-30	125	53	42.4	4	3.2	3	75.0
2020-05-14	129	75	58.1	4	3.1	2	50.0
2020-05-29	110	62	56.4	3	2.7	2	66.7
2020-05-12	103	62	60.2	3	2.9	1	33.3
2020-07-14	119	67	56.3	4	3.4	2	50.0
2020-05-07	125	59	47.2	4	3.2	1	25.0
2020-05-16	121	63	52.1	2	1.7	2	100.0
2020-05-31	112	57	50.9	4	3.6	3	75.0
2020-05-08	106	47	44.3	4	3.8	1	25.0
2020-06-08	96	53	55.2	0	0.0	0	0
2020-05-23	127	63	49.6	2	1.6	1	50.0
2020-05-28	114	68	59.6	2	1.8	1	50.0
2020-07-06	108	47	43.5	3	2.8	1	33.3
2020-07-15	118	65	55.1	4	3.4	2	50.0
2020-06-20	91	45	49.5	0	0.0	0	0
2020-06-29	110	57	51.8	3	2.7	0	0.0
2020-06-12	94	50	53.2	0	0.0	0	0
2020-04-28	146	52	35.6	4	2.7	4	100.0
2020-07-02	112	63	56.2	3	2.7	0	0.0
2020-06-21	89	42	47.2	0	0.0	0	0
2020-04-29	126	60	47.6	5	4.0	5	100.0
2020-06-30	110	56	50.9	3	2.7	0	0.0
2020-05-04	104	49	47.1	4	3.8	3	75.0
2020-05-17	111	61	55.0	3	2.7	3	100.0
2020-05-05	103	57	55.3	4	3.9	3	75.0
2020-05-18	117	67	57.3	3	2.6	3	100.0
2020-05-02	125	56	44.8	4	3.2	4	100.0
2020-06-16	92	54	58.7	0	0.0	0	0
2020-05-20	115	69	60.0	3	2.6	2	66.7
2020-06-15	93	52	55.9	0	0.0	0	0
2020-05-19	123	73	59.3	3	2.4	3	100.0
2020-05-27	114	60	52.6	2	1.8	1	50.0
2020-07-05	111	53	47.7	3	2.7	1	33.3
2020-05-10	103	57	55.3	4	3.9	1	25.0
2020-06-05	108	65	60.2	4	3.7	3	75.0
2020-06-23	94	48	51.1	0	0.0	0	0
2020-06-04	114	62	54.4	4	3.5	3	75.0
2020-06-26	106	63	59.4	4	3.8	0	0.0
2020-06-06	122	70	57.4	4	3.3	3	75.0
2020-05-03	115	58	50.4	4	3.5	4	100.0
2020-07-03	116	56	48.3	3	2.6	0	0.0
2020-06-09	90	46	51.1	0	0.0	0	0
2020-06-19	95	53	55.8	0	0.0	0	0
2020-06-01	109	61	56.0	4	3.7	3	75.0
2020-06-27	106	64	60.4	3	2.8	0	0.0
2020-07-01	110	66	60.0	3	2.7	0	0.0
2020-05-26	115	60	52.2	2	1.7	1	50.0
2020-05-13	129	69	53.5	4	3.1	2	50.0
2020-04-26	112	39	34.8	4	3.6	4	100.0
2020-05-01	104	48	46.2	4	3.8	3	75.0
2020-06-10	96	55	57.3	0	0.0	0	0
2020-07-11	117	75	64.1	4	3.4	2	50.0
2020-05-09	105	49	46.7	5	4.8	1	20.0
2020-05-15	126	72	57.1	4	3.2	3	75.0
