Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	14	5	35.7	0	0.0	0	0
2020-06-17	14	11	78.6	0	0.0	0	0
2020-06-28	14	9	64.3	0	0.0	0	0
2020-06-18	14	10	71.4	0	0.0	0	0
2020-05-30	14	9	64.3	0	0.0	0	0
2020-04-27	14	4	28.6	0	0.0	0	0
2020-06-13	14	10	71.4	0	0.0	0	0
2020-06-11	14	7	50.0	0	0.0	0	0
2020-07-04	14	8	57.1	0	0.0	0	0
2020-05-25	14	6	42.9	0	0.0	0	0
2020-06-22	14	10	71.4	0	0.0	0	0
2020-06-14	14	8	57.1	0	0.0	0	0
2020-05-11	18	6	33.3	0	0.0	0	0
2020-05-21	14	8	57.1	0	0.0	0	0
2020-06-07	14	8	57.1	0	0.0	0	0
2020-06-03	14	10	71.4	0	0.0	0	0
2020-06-02	14	9	64.3	0	0.0	0	0
2020-06-25	14	11	78.6	0	0.0	0	0
2020-05-06	18	9	50.0	0	0.0	0	0
2020-06-24	14	9	64.3	0	0.0	0	0
2020-07-07	14	10	71.4	0	0.0	0	0
2020-05-22	14	7	50.0	0	0.0	0	0
2020-04-30	18	8	44.4	0	0.0	0	0
2020-05-14	14	5	35.7	0	0.0	0	0
2020-05-29	14	10	71.4	0	0.0	0	0
2020-05-12	18	11	61.1	0	0.0	0	0
2020-05-07	18	11	61.1	0	0.0	0	0
2020-05-16	14	5	35.7	0	0.0	0	0
2020-05-31	14	8	57.1	0	0.0	0	0
2020-05-08	18	10	55.6	0	0.0	0	0
2020-06-08	18	8	44.4	0	0.0	0	0
2020-05-23	14	6	42.9	0	0.0	0	0
2020-05-28	14	11	78.6	0	0.0	0	0
2020-07-06	14	10	71.4	0	0.0	0	0
2020-06-20	14	10	71.4	0	0.0	0	0
2020-06-29	14	9	64.3	0	0.0	0	0
2020-06-12	14	11	78.6	0	0.0	0	0
2020-04-28	14	7	50.0	0	0.0	0	0
2020-07-02	14	10	71.4	0	0.0	0	0
2020-06-21	14	10	71.4	0	0.0	0	0
2020-04-29	14	5	35.7	0	0.0	0	0
2020-06-30	14	9	64.3	0	0.0	0	0
2020-05-04	18	6	33.3	0	0.0	0	0
2020-05-17	14	6	42.9	0	0.0	0	0
2020-05-05	18	9	50.0	0	0.0	0	0
2020-05-18	14	7	50.0	0	0.0	0	0
2020-05-02	18	8	44.4	0	0.0	0	0
2020-06-16	14	11	78.6	0	0.0	0	0
2020-05-20	16	6	37.5	0	0.0	0	0
2020-06-15	14	9	64.3	0	0.0	0	0
2020-05-19	14	5	35.7	0	0.0	0	0
2020-05-27	14	7	50.0	0	0.0	0	0
2020-07-05	14	8	57.1	0	0.0	0	0
2020-05-10	18	8	44.4	0	0.0	0	0
2020-06-05	14	10	71.4	0	0.0	0	0
2020-06-23	14	11	78.6	0	0.0	0	0
2020-06-04	14	7	50.0	0	0.0	0	0
2020-06-26	14	11	78.6	0	0.0	0	0
2020-06-06	14	9	64.3	0	0.0	0	0
2020-05-03	18	7	38.9	0	0.0	0	0
2020-07-03	14	9	64.3	0	0.0	0	0
2020-06-09	14	11	78.6	0	0.0	0	0
2020-06-19	14	12	85.7	0	0.0	0	0
2020-06-01	14	8	57.1	0	0.0	0	0
2020-06-27	14	10	71.4	0	0.0	0	0
2020-07-01	14	8	57.1	0	0.0	0	0
2020-05-26	14	8	57.1	0	0.0	0	0
2020-05-13	14	8	57.1	0	0.0	0	0
2020-04-26	14	6	42.9	0	0.0	0	0
2020-05-01	14	7	50.0	0	0.0	0	0
2020-06-10	14	11	78.6	0	0.0	0	0
2020-05-09	18	8	44.4	0	0.0	0	0
2020-05-15	14	5	35.7	0	0.0	0	0
