Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	94	58	61.7	5	5.3	2	40.0
2020-06-17	71	36	50.7	0	0.0	0	0
2020-06-28	87	49	56.3	0	0.0	0	0
2020-06-18	70	35	50.0	0	0.0	0	0
2020-05-30	84	55	65.5	3	3.6	2	66.7
2020-04-27	95	57	60.0	20	21.1	17	85.0
2020-06-13	73	36	49.3	3	4.1	0	0.0
2020-06-11	82	51	62.2	1	1.2	0	0.0
2020-07-04	91	58	63.7	1	1.1	0	0.0
2020-05-25	92	52	56.5	5	5.4	3	60.0
2020-06-22	90	52	57.8	0	0.0	0	0
2020-06-14	80	34	42.5	3	3.8	0	0.0
2020-05-11	90	48	53.3	6	6.7	3	50.0
2020-05-21	92	61	66.3	6	6.5	3	50.0
2020-06-07	72	47	65.3	4	5.6	0	0.0
2020-06-03	87	61	70.1	1	1.1	1	100.0
2020-06-02	79	47	59.5	2	2.5	1	50.0
2020-06-25	88	52	59.1	1	1.1	0	0.0
2020-05-06	89	54	60.7	12	13.5	4	33.3
2020-06-24	92	58	63.0	0	0.0	0	0
2020-05-22	95	58	61.1	6	6.3	3	50.0
2020-04-30	93	54	58.1	20	21.5	15	75.0
2020-05-14	88	54	61.4	3	3.4	1	33.3
2020-05-29	70	36	51.4	3	4.3	2	66.7
2020-05-12	90	50	55.6	6	6.7	3	50.0
2020-05-07	90	45	50.0	9	10.0	4	44.4
2020-05-16	88	49	55.7	8	9.1	1	12.5
2020-05-31	87	59	67.8	3	3.4	1	33.3
2020-05-08	90	45	50.0	9	10.0	4	44.4
2020-06-08	72	48	66.7	1	1.4	0	0.0
2020-05-23	95	43	45.3	5	5.3	3	60.0
2020-05-28	70	41	58.6	2	2.9	1	50.0
2020-07-06	89	53	59.6	2	2.2	0	0.0
2020-06-20	85	49	57.6	0	0.0	0	0
2020-06-29	89	55	61.8	1	1.1	0	0.0
2020-06-12	80	47	58.8	2	2.5	0	0.0
2020-04-28	98	59	60.2	22	22.4	16	72.7
2020-07-02	93	60	64.5	1	1.1	0	0.0
2020-06-21	68	36	52.9	1	1.5	0	0.0
2020-04-29	99	66	66.7	22	22.2	17	77.3
2020-06-30	85	54	63.5	1	1.2	0	0.0
2020-05-04	87	48	55.2	15	17.2	11	73.3
2020-05-17	93	50	53.8	6	6.5	2	33.3
2020-05-05	89	52	58.4	14	15.7	8	57.1
2020-05-18	90	48	53.3	6	6.7	2	33.3
2020-05-02	89	54	60.7	16	18.0	13	81.2
2020-06-16	70	36	51.4	0	0.0	0	0
2020-05-20	92	61	66.3	6	6.5	3	50.0
2020-06-15	70	36	51.4	1	1.4	0	0.0
2020-05-19	88	53	60.2	6	6.8	3	50.0
2020-05-27	92	49	53.3	5	5.4	4	80.0
2020-07-05	91	56	61.5	1	1.1	0	0.0
2020-05-10	91	51	56.0	5	5.5	3	60.0
2020-06-05	86	58	67.4	2	2.3	1	50.0
2020-06-23	93	52	55.9	0	0.0	0	0
2020-06-04	81	56	69.1	2	2.5	1	50.0
2020-06-26	89	51	57.3	1	1.1	0	0.0
2020-06-06	91	65	71.4	4	4.4	1	25.0
2020-05-03	89	54	60.7	15	16.9	10	66.7
2020-07-03	91	55	60.4	1	1.1	0	0.0
2020-06-09	70	42	60.0	1	1.4	0	0.0
2020-06-19	70	36	51.4	0	0.0	0	0
2020-06-01	81	52	64.2	2	2.5	2	100.0
2020-06-27	83	47	56.6	1	1.2	0	0.0
2020-07-01	85	51	60.0	1	1.2	0	0.0
2020-05-26	92	57	62.0	5	5.4	2	40.0
2020-05-13	86	50	58.1	4	4.7	2	50.0
2020-04-26	94	52	55.3	20	21.3	19	95.0
2020-05-01	93	57	61.3	19	20.4	14	73.7
2020-06-10	70	39	55.7	1	1.4	0	0.0
2020-05-09	90	44	48.9	6	6.7	4	66.7
2020-05-15	88	54	61.4	5	5.7	2	40.0
