Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-05	58	24	41.4	0	0.0	0	0
2020-07-07	59	25	42.4	0	0.0	0	0
2020-04-30	39	20	51.3	2	5.1	2	100.0
2020-05-05	39	27	69.2	1	2.6	1	100.0
2020-07-02	58	18	31.0	0	0.0	0	0
2020-06-21	21	1	4.8	0	0.0	0	0
2020-06-26	58	20	34.5	0	0.0	0	0
2020-06-18	58	23	39.7	0	0.0	0	0
2020-05-21	58	20	34.5	0	0.0	0	0
2020-06-09	58	26	44.8	0	0.0	0	0
2020-05-13	53	24	45.3	1	1.9	0	0.0
2020-07-16	59	19	32.2	0	0.0	0	0
2020-06-28	58	18	31.0	0	0.0	0	0
2020-07-22	59	17	28.8	0	0.0	0	0
2020-05-23	58	17	29.3	0	0.0	0	0
2020-05-25	58	20	34.5	0	0.0	0	0
2020-05-29	58	20	34.5	0	0.0	0	0
2020-07-03	58	14	24.1	0	0.0	0	0
2020-06-07	58	19	32.8	0	0.0	0	0
2020-06-11	58	30	51.7	0	0.0	0	0
2020-04-28	39	11	28.2	2	5.1	2	100.0
2020-07-18	59	20	33.9	0	0.0	0	0
2020-07-26	59	20	33.9	0	0.0	0	0
2020-05-24	58	12	20.7	0	0.0	0	0
2020-06-30	58	17	29.3	0	0.0	0	0
2020-06-25	58	19	32.8	0	0.0	0	0
2020-06-04	58	20	34.5	0	0.0	0	0
2020-07-11	59	26	44.1	0	0.0	0	0
2020-07-15	59	20	33.9	0	0.0	0	0
2020-04-27	39	11	28.2	2	5.1	2	100.0
2020-06-27	58	22	37.9	0	0.0	0	0
2020-07-14	59	25	42.4	0	0.0	0	0
2020-06-10	58	24	41.4	0	0.0	0	0
2020-06-16	58	26	44.8	0	0.0	0	0
2020-07-09	59	27	45.8	0	0.0	0	0
2020-06-13	58	28	48.3	0	0.0	0	0
2020-05-16	58	22	37.9	1	1.7	0	0.0
2020-05-20	58	19	32.8	0	0.0	0	0
2020-05-31	58	21	36.2	0	0.0	0	0
2020-06-17	58	27	46.6	0	0.0	0	0
2020-06-22	0	0		0		0	0
2020-07-21	59	21	35.6	0	0.0	0	0
2020-06-24	0	0		0		0	0
2020-06-02	58	23	39.7	0	0.0	0	0
2020-06-08	58	28	48.3	0	0.0	0	0
2020-07-24	59	29	49.2	0	0.0	0	0
2020-05-26	58	24	41.4	0	0.0	0	0
2020-04-26	39	15	38.5	2	5.1	2	100.0
2020-06-06	58	23	39.7	0	0.0	0	0
2020-05-18	58	18	31.0	0	0.0	0	0
2020-05-15	58	22	37.9	1	1.7	0	0.0
2020-05-11	45	21	46.7	2	4.4	2	100.0
2020-05-10	45	26	57.8	2	4.4	1	50.0
2020-05-02	39	23	59.0	2	5.1	2	100.0
2020-07-25	59	25	42.4	0	0.0	0	0
2020-06-12	58	27	46.6	0	0.0	0	0
2020-07-04	59	16	27.1	0	0.0	0	0
2020-05-04	39	24	61.5	1	2.6	1	100.0
2020-06-03	58	21	36.2	0	0.0	0	0
2020-07-01	58	17	29.3	0	0.0	0	0
2020-07-05	57	20	35.1	0	0.0	0	0
2020-06-23	0	0		0		0	0
2020-06-20	21	3	14.3	0	0.0	0	0
2020-05-06	39	19	48.7	1	2.6	1	100.0
2020-04-29	39	16	41.0	2	5.1	2	100.0
2020-07-23	59	21	35.6	0	0.0	0	0
2020-05-12	41	20	48.8	0	0.0	0	0
2020-07-10	59	32	54.2	0	0.0	0	0
2020-05-09	45	26	57.8	2	4.4	1	50.0
2020-07-13	59	22	37.3	0	0.0	0	0
2020-05-22	58	20	34.5	0	0.0	0	0
2020-07-17	59	28	47.5	0	0.0	0	0
2020-05-30	58	19	32.8	0	0.0	0	0
2020-05-27	58	20	34.5	0	0.0	0	0
2020-05-28	58	19	32.8	0	0.0	0	0
2020-05-17	58	22	37.9	0	0.0	0	0
2020-06-15	58	23	39.7	0	0.0	0	0
2020-05-08	39	25	64.1	2	5.1	2	100.0
2020-07-08	59	25	42.4	0	0.0	0	0
2020-06-14	58	26	44.8	0	0.0	0	0
2020-05-19	58	16	27.6	0	0.0	0	0
2020-07-20	59	19	32.2	0	0.0	0	0
2020-07-06	57	21	36.8	0	0.0	0	0
2020-05-07	39	22	56.4	1	2.6	1	100.0
2020-05-01	39	24	61.5	2	5.1	2	100.0
2020-07-19	59	17	28.8	0	0.0	0	0
2020-06-19	21	4	19.0	0	0.0	0	0
2020-05-14	53	28	52.8	1	1.9	0	0.0
2020-06-01	58	25	43.1	0	0.0	0	0
2020-05-03	39	23	59.0	1	2.6	1	100.0
2020-06-29	58	17	29.3	0	0.0	0	0
2020-07-12	59	23	39.0	0	0.0	0	0
