Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	27	14	51.9	1	3.7	0	0.0
2020-05-24	27	12	44.4	2	7.4	2	100.0
2020-07-12	27	13	48.1	1	3.7	0	0.0
2020-07-16	27	15	55.6	1	3.7	0	0.0
2020-06-17	27	9	33.3	0	0.0	0	0
2020-06-28	27	10	37.0	0	0.0	0	0
2020-06-18	27	9	33.3	0	0.0	0	0
2020-05-30	27	14	51.9	1	3.7	1	100.0
2020-04-27	25	10	40.0	4	16.0	4	100.0
2020-06-13	27	10	37.0	0	0.0	0	0
2020-06-11	26	11	42.3	0	0.0	0	0
2020-07-04	27	14	51.9	0	0.0	0	0
2020-07-13	27	12	44.4	1	3.7	0	0.0
2020-05-25	27	11	40.7	2	7.4	2	100.0
2020-06-22	27	12	44.4	1	3.7	0	0.0
2020-06-14	27	9	33.3	0	0.0	0	0
2020-05-11	22	14	63.6	4	18.2	3	75.0
2020-07-20	27	10	37.0	1	3.7	0	0.0
2020-05-21	27	11	40.7	2	7.4	1	50.0
2020-07-08	27	13	48.1	0	0.0	0	0
2020-06-07	27	12	44.4	0	0.0	0	0
2020-07-17	27	14	51.9	1	3.7	0	0.0
2020-07-19	27	11	40.7	1	3.7	0	0.0
2020-06-03	27	10	37.0	0	0.0	0	0
2020-06-02	27	12	44.4	0	0.0	0	0
2020-06-25	27	8	29.6	1	3.7	0	0.0
2020-05-06	22	8	36.4	5	22.7	3	60.0
2020-06-24	27	12	44.4	1	3.7	0	0.0
2020-07-09	27	9	33.3	0	0.0	0	0
2020-07-07	27	13	48.1	0	0.0	0	0
2020-05-22	27	12	44.4	2	7.4	1	50.0
2020-04-30	22	17	77.3	5	22.7	4	80.0
2020-05-14	27	17	63.0	2	7.4	0	0.0
2020-05-29	27	11	40.7	1	3.7	1	100.0
2020-05-12	27	14	51.9	4	14.8	1	25.0
2020-07-14	27	14	51.9	1	3.7	0	0.0
2020-05-07	22	11	50.0	5	22.7	3	60.0
2020-05-16	27	13	48.1	0	0.0	0	0
2020-05-31	27	10	37.0	0	0.0	0	0
2020-07-21	27	14	51.9	1	3.7	0	0.0
2020-05-08	22	16	72.7	5	22.7	3	60.0
2020-06-08	27	10	37.0	0	0.0	0	0
2020-05-23	27	13	48.1	1	3.7	1	100.0
2020-05-28	26	9	34.6	1	3.8	1	100.0
2020-07-06	27	12	44.4	0	0.0	0	0
2020-07-15	27	13	48.1	1	3.7	0	0.0
2020-06-20	27	12	44.4	1	3.7	0	0.0
2020-06-29	27	9	33.3	0	0.0	0	0
2020-06-12	26	11	42.3	0	0.0	0	0
2020-04-28	25	12	48.0	4	16.0	4	100.0
2020-07-02	27	14	51.9	0	0.0	0	0
2020-06-21	27	11	40.7	1	3.7	0	0.0
2020-04-29	22	9	40.9	5	22.7	4	80.0
2020-06-30	27	13	48.1	0	0.0	0	0
2020-05-04	22	9	40.9	4	18.2	3	75.0
2020-05-17	27	12	44.4	0	0.0	0	0
2020-05-05	22	11	50.0	5	22.7	3	60.0
2020-05-18	27	13	48.1	1	3.7	1	100.0
2020-05-02	22	11	50.0	6	27.3	3	50.0
2020-06-16	27	11	40.7	0	0.0	0	0
2020-05-20	27	13	48.1	1	3.7	1	100.0
2020-06-15	27	8	29.6	0	0.0	0	0
2020-05-19	27	12	44.4	1	3.7	1	100.0
2020-05-27	27	10	37.0	1	3.7	1	100.0
2020-07-05	27	14	51.9	0	0.0	0	0
2020-05-10	22	14	63.6	4	18.2	3	75.0
2020-07-18	27	13	48.1	1	3.7	0	0.0
2020-06-05	27	13	48.1	0	0.0	0	0
2020-06-23	27	8	29.6	1	3.7	0	0.0
2020-06-04	27	12	44.4	0	0.0	0	0
2020-06-26	27	9	33.3	0	0.0	0	0
2020-06-06	27	11	40.7	0	0.0	0	0
2020-05-03	22	11	50.0	4	18.2	3	75.0
2020-07-03	27	14	51.9	0	0.0	0	0
2020-06-09	27	15	55.6	0	0.0	0	0
2020-06-19	27	10	37.0	1	3.7	0	0.0
2020-06-01	27	12	44.4	0	0.0	0	0
2020-06-27	27	10	37.0	0	0.0	0	0
2020-07-01	27	11	40.7	0	0.0	0	0
2020-05-26	27	12	44.4	1	3.7	1	100.0
2020-05-13	27	17	63.0	2	7.4	0	0.0
2020-04-26	25	11	44.0	4	16.0	4	100.0
2020-05-01	22	14	63.6	5	22.7	4	80.0
2020-06-10	27	14	51.9	0	0.0	0	0
2020-07-11	27	15	55.6	1	3.7	0	0.0
2020-05-09	22	14	63.6	5	22.7	3	60.0
2020-05-15	27	11	40.7	2	7.4	0	0.0
