Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-22	83	53	63.9	0	0.0	0	0
2020-07-03	94	66	70.2	0	0.0	0	0
2020-05-03	96	50	52.1	3	3.1	2	66.7
2020-06-18	95	66	69.5	0	0.0	0	0
2020-05-07	96	59	61.5	2	2.1	2	100.0
2020-05-05	96	70	72.9	3	3.1	3	100.0
2020-06-30	95	70	73.7	0	0.0	0	0
2020-06-25	95	61	64.2	0	0.0	0	0
2020-05-31	96	65	67.7	1	1.0	0	0.0
2020-05-06	96	70	72.9	2	2.1	2	100.0
2020-07-18	93	60	64.5	0	0.0	0	0
2020-07-06	94	64	68.1	0	0.0	0	0
2020-05-20	96	63	65.6	2	2.1	0	0.0
2020-06-04	96	69	71.9	1	1.0	0	0.0
2020-07-20	94	62	66.0	0	0.0	0	0
2020-07-13	94	63	67.0	0	0.0	0	0
2020-05-22	96	65	67.7	2	2.1	0	0.0
2020-07-05	94	65	69.1	0	0.0	0	0
2020-07-16	94	68	72.3	0	0.0	0	0
2020-05-15	96	70	72.9	2	2.1	0	0.0
2020-05-29	96	67	69.8	1	1.0	0	0.0
2020-07-29	102	81	79.4	0	0.0	0	0
2020-05-28	96	65	67.7	1	1.0	0	0.0
2020-06-21	95	67	70.5	0	0.0	0	0
2020-05-17	96	61	63.5	2	2.1	1	50.0
2020-07-08	94	59	62.8	0	0.0	0	0
2020-06-16	95	60	63.2	0	0.0	0	0
2020-06-02	96	53	55.2	1	1.0	0	0.0
2020-06-29	95	51	53.7	0	0.0	0	0
2020-07-04	94	67	71.3	0	0.0	0	0
2020-06-03	96	55	57.3	1	1.0	0	0.0
2020-06-19	95	71	74.7	0	0.0	0	0
2020-07-14	82	60	73.2	0	0.0	0	0
2020-07-26	102	72	70.6	0	0.0	0	0
2020-07-07	94	59	62.8	0	0.0	0	0
2020-04-27	96	55	57.3	3	3.1	2	66.7
2020-05-08	96	65	67.7	2	2.1	2	100.0
2020-07-12	94	64	68.1	0	0.0	0	0
2020-05-25	96	50	52.1	1	1.0	0	0.0
2020-06-14	96	54	56.2	0	0.0	0	0
2020-05-21	96	69	71.9	2	2.1	0	0.0
2020-06-26	95	61	64.2	0	0.0	0	0
2020-07-22	94	66	70.2	0	0.0	0	0
2020-05-23	96	57	59.4	2	2.1	0	0.0
2020-05-13	96	65	67.7	2	2.1	0	0.0
2020-06-10	96	65	67.7	0	0.0	0	0
2020-07-25	102	76	74.5	0	0.0	0	0
2020-04-30	96	68	70.8	2	2.1	2	100.0
2020-06-07	96	66	68.8	3	3.1	0	0.0
2020-05-01	96	67	69.8	2	2.1	2	100.0
2020-07-30	102	73	71.6	0	0.0	0	0
2020-07-11	94	62	66.0	0	0.0	0	0
2020-06-17	95	66	69.5	0	0.0	0	0
2020-08-01	102	70	68.6	0	0.0	0	0
2020-07-01	94	72	76.6	0	0.0	0	0
2020-06-09	96	63	65.6	2	2.1	0	0.0
2020-06-08	96	46	47.9	2	2.1	0	0.0
2020-06-28	95	59	62.1	0	0.0	0	0
2020-07-21	94	70	74.5	0	0.0	0	0
2020-05-26	96	57	59.4	1	1.0	0	0.0
2020-07-19	93	56	60.2	0	0.0	0	0
2020-05-12	96	66	68.8	2	2.1	0	0.0
2020-04-29	96	65	67.7	2	2.1	2	100.0
2020-07-31	102	72	70.6	0	0.0	0	0
2020-05-04	96	54	56.2	2	2.1	2	100.0
2020-05-19	96	60	62.5	1	1.0	0	0.0
2020-07-28	102	74	72.5	0	0.0	0	0
2020-04-28	96	63	65.6	3	3.1	2	66.7
2020-05-10	96	62	64.6	2	2.1	2	100.0
2020-07-15	94	64	68.1	0	0.0	0	0
2020-06-12	96	60	62.5	0	0.0	0	0
2020-05-27	96	63	65.6	1	1.0	0	0.0
2020-07-24	94	69	73.4	0	0.0	0	0
2020-06-23	83	60	72.3	0	0.0	0	0
2020-05-09	96	63	65.6	2	2.1	2	100.0
2020-06-24	83	60	72.3	0	0.0	0	0
2020-06-20	95	66	69.5	0	0.0	0	0
2020-07-02	94	69	73.4	0	0.0	0	0
2020-05-30	96	65	67.7	1	1.0	0	0.0
2020-07-09	94	62	66.0	0	0.0	0	0
2020-05-11	96	66	68.8	2	2.1	0	0.0
2020-05-18	96	57	59.4	1	1.0	0	0.0
2020-04-26	96	60	62.5	4	4.2	3	75.0
2020-06-11	96	57	59.4	0	0.0	0	0
2020-06-06	96	67	69.8	3	3.1	0	0.0
2020-07-17	94	64	68.1	0	0.0	0	0
2020-06-01	96	61	63.5	1	1.0	0	0.0
2020-07-10	94	61	64.9	0	0.0	0	0
2020-06-05	96	65	67.7	3	3.1	0	0.0
2020-06-13	96	55	57.3	0	0.0	0	0
2020-05-14	96	72	75.0	2	2.1	0	0.0
2020-05-16	96	70	72.9	2	2.1	0	0.0
2020-07-27	102	70	68.6	0	0.0	0	0
2020-06-15	95	55	57.9	0	0.0	0	0
2020-06-27	93	58	62.4	0	0.0	0	0
2020-05-24	96	50	52.1	2	2.1	0	0.0
2020-05-02	95	53	55.8	3	3.2	2	66.7
2020-07-23	94	62	66.0	0	0.0	0	0
