Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-05	98	60	61.2	0	0.0	0	0
2020-07-07	103	61	59.2	0	0.0	0	0
2020-04-30	110	60	54.5	8	7.3	3	37.5
2020-05-05	98	52	53.1	5	5.1	2	40.0
2020-07-02	103	65	63.1	0	0.0	0	0
2020-06-21	58	35	60.3	0	0.0	0	0
2020-06-26	100	60	60.0	0	0.0	0	0
2020-06-18	98	57	58.2	1	1.0	0	0.0
2020-05-21	92	55	59.8	2	2.2	1	50.0
2020-06-09	98	58	59.2	1	1.0	1	100.0
2020-05-13	88	49	55.7	4	4.5	4	100.0
2020-07-27	117	70	59.8	0	0.0	0	0
2020-07-16	103	59	57.3	0	0.0	0	0
2020-06-28	100	50	50.0	0	0.0	0	0
2020-07-22	103	60	58.3	1	1.0	1	100.0
2020-05-23	93	54	58.1	2	2.2	2	100.0
2020-05-25	96	53	55.2	1	1.0	1	100.0
2020-05-29	96	56	58.3	1	1.0	1	100.0
2020-07-03	103	59	57.3	0	0.0	0	0
2020-06-07	98	54	55.1	0	0.0	0	0
2020-06-11	98	63	64.3	0	0.0	0	0
2020-04-28	110	52	47.3	7	6.4	2	28.6
2020-07-18	103	59	57.3	0	0.0	0	0
2020-07-26	117	72	61.5	0	0.0	0	0
2020-05-24	93	48	51.6	1	1.1	1	100.0
2020-06-30	100	52	52.0	0	0.0	0	0
2020-06-25	100	62	62.0	0	0.0	0	0
2020-06-04	98	66	67.3	1	1.0	1	100.0
2020-07-11	103	61	59.2	0	0.0	0	0
2020-07-15	103	63	61.2	0	0.0	0	0
2020-04-27	110	49	44.5	8	7.3	3	37.5
2020-06-27	100	57	57.0	0	0.0	0	0
2020-07-14	103	68	66.0	0	0.0	0	0
2020-06-10	98	64	65.3	0	0.0	0	0
2020-06-16	98	50	51.0	0	0.0	0	0
2020-07-09	103	61	59.2	0	0.0	0	0
2020-06-13	98	63	64.3	0	0.0	0	0
2020-05-16	99	56	56.6	4	4.0	4	100.0
2020-05-20	96	60	62.5	3	3.1	2	66.7
2020-05-31	96	53	55.2	1	1.0	1	100.0
2020-06-17	98	61	62.2	0	0.0	0	0
2020-06-22	58	34	58.6	0	0.0	0	0
2020-07-21	103	54	52.4	1	1.0	1	100.0
2020-06-24	58	40	69.0	0	0.0	0	0
2020-06-02	98	56	57.1	1	1.0	1	100.0
2020-06-08	98	52	53.1	0	0.0	0	0
2020-07-24	103	63	61.2	0	0.0	0	0
2020-05-26	96	65	67.7	3	3.1	2	66.7
2020-04-26	111	55	49.5	6	5.4	3	50.0
2020-06-06	98	61	62.2	0	0.0	0	0
2020-05-18	100	57	57.0	5	5.0	3	60.0
2020-05-15	100	50	50.0	4	4.0	4	100.0
2020-05-11	86	43	50.0	3	3.5	2	66.7
2020-05-10	98	54	55.1	5	5.1	2	40.0
2020-05-02	110	64	58.2	5	4.5	3	60.0
2020-07-25	117	72	61.5	0	0.0	0	0
2020-06-12	98	60	61.2	0	0.0	0	0
2020-07-04	97	54	55.7	1	1.0	0	0.0
2020-05-04	98	50	51.0	5	5.1	2	40.0
2020-06-03	98	61	62.2	2	2.0	1	50.0
2020-07-01	103	54	52.4	0	0.0	0	0
2020-07-05	101	54	53.5	0	0.0	0	0
2020-06-23	58	35	60.3	0	0.0	0	0
2020-06-20	58	38	65.5	0	0.0	0	0
2020-05-06	62	32	51.6	4	6.5	1	25.0
2020-04-29	110	58	52.7	8	7.3	4	50.0
2020-07-23	103	63	61.2	0	0.0	0	0
2020-05-12	86	40	46.5	4	4.7	3	75.0
2020-07-10	103	59	57.3	0	0.0	0	0
2020-05-09	98	51	52.0	6	6.1	2	33.3
2020-07-13	103	65	63.1	0	0.0	0	0
2020-05-22	92	56	60.9	2	2.2	1	50.0
2020-07-17	103	64	62.1	0	0.0	0	0
2020-05-30	96	59	61.5	1	1.0	1	100.0
2020-05-27	96	58	60.4	2	2.1	1	50.0
2020-05-28	96	60	62.5	1	1.0	1	100.0
2020-05-17	100	63	63.0	6	6.0	5	83.3
2020-06-15	98	51	52.0	0	0.0	0	0
2020-05-08	98	51	52.0	6	6.1	2	33.3
2020-07-08	103	67	65.0	0	0.0	0	0
2020-06-14	98	54	55.1	0	0.0	0	0
2020-05-19	96	59	61.5	2	2.1	2	100.0
2020-07-20	103	55	53.4	0	0.0	0	0
2020-07-06	103	56	54.4	0	0.0	0	0
2020-05-07	98	54	55.1	8	8.2	2	25.0
2020-05-01	110	68	61.8	5	4.5	2	40.0
2020-07-28	113	76	67.3	0	0.0	0	0
2020-07-19	103	55	53.4	0	0.0	0	0
2020-06-19	100	62	62.0	1	1.0	0	0.0
2020-05-14	110	55	50.0	4	3.6	4	100.0
2020-06-01	96	55	57.3	1	1.0	1	100.0
2020-05-03	98	52	53.1	6	6.1	3	50.0
2020-06-29	100	46	46.0	0	0.0	0	0
2020-07-12	103	63	61.2	0	0.0	0	0
