Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	24	17	70.8	0	0.0	0	0
2020-05-24	22	16	72.7	2	9.1	2	100.0
2020-06-17	70	50	71.4	2	2.9	2	100.0
2020-06-28	24	13	54.2	0	0.0	0	0
2020-06-18	24	14	58.3	0	0.0	0	0
2020-05-30	66	56	84.8	5	7.6	3	60.0
2020-04-27	46	28	60.9	3	6.5	2	66.7
2020-06-13	68	57	83.8	3	4.4	1	33.3
2020-06-11	68	57	83.8	1	1.5	0	0.0
2020-07-04	24	14	58.3	0	0.0	0	0
2020-05-25	23	18	78.3	2	8.7	2	100.0
2020-06-22	24	18	75.0	0	0.0	0	0
2020-06-14	24	12	50.0	0	0.0	0	0
2020-05-11	28	22	78.6	2	7.1	2	100.0
2020-05-21	70	54	77.1	3	4.3	3	100.0
2020-07-08	24	13	54.2	0	0.0	0	0
2020-06-07	24	17	70.8	2	8.3	1	50.0
2020-06-03	24	17	70.8	2	8.3	2	100.0
2020-06-02	24	18	75.0	2	8.3	2	100.0
2020-06-25	24	16	66.7	0	0.0	0	0
2020-05-06	70	48	68.6	4	5.7	1	25.0
2020-06-24	0	0		0		0	0
2020-07-09	24	16	66.7	0	0.0	0	0
2020-07-07	24	13	54.2	0	0.0	0	0
2020-05-22	68	52	76.5	3	4.4	3	100.0
2020-04-30	46	38	82.6	4	8.7	3	75.0
2020-05-14	29	26	89.7	2	6.9	2	100.0
2020-05-29	66	56	84.8	5	7.6	3	60.0
2020-05-12	74	61	82.4	7	9.5	4	57.1
2020-05-07	70	58	82.9	5	7.1	2	40.0
2020-05-16	30	25	83.3	2	6.7	2	100.0
2020-05-31	24	18	75.0	2	8.3	2	100.0
2020-05-08	69	51	73.9	6	8.7	2	33.3
2020-06-08	22	13	59.1	2	9.1	1	50.0
2020-05-23	21	17	81.0	2	9.5	2	100.0
2020-05-28	69	56	81.2	4	5.8	3	75.0
2020-07-06	24	15	62.5	0	0.0	0	0
2020-06-20	70	48	68.6	3	4.3	0	0.0
2020-06-29	24	14	58.3	0	0.0	0	0
2020-06-12	68	57	83.8	3	4.4	1	33.3
2020-04-28	46	28	60.9	3	6.5	2	66.7
2020-07-02	24	18	75.0	0	0.0	0	0
2020-06-21	70	49	70.0	3	4.3	0	0.0
2020-04-29	46	38	82.6	4	8.7	3	75.0
2020-06-30	24	17	70.8	0	0.0	0	0
2020-05-04	20	12	60.0	0	0.0	0	0
2020-05-17	28	22	78.6	2	7.1	2	100.0
2020-05-05	66	42	63.6	4	6.1	2	50.0
2020-05-18	26	23	88.5	2	7.7	2	100.0
2020-05-02	72	60	83.3	5	6.9	3	60.0
2020-06-16	70	51	72.9	2	2.9	2	100.0
2020-05-20	70	54	77.1	3	4.3	3	100.0
2020-06-15	24	17	70.8	0	0.0	0	0
2020-05-19	72	66	91.7	3	4.2	3	100.0
2020-05-27	69	55	79.7	4	5.8	3	75.0
2020-07-05	24	17	70.8	0	0.0	0	0
2020-05-10	26	21	80.8	3	11.5	2	66.7
2020-06-05	24	18	75.0	2	8.3	1	50.0
2020-06-23	24	14	58.3	0	0.0	0	0
2020-06-04	24	16	66.7	2	8.3	1	50.0
2020-06-26	24	17	70.8	0	0.0	0	0
2020-06-06	24	17	70.8	2	8.3	1	50.0
2020-05-03	18	12	66.7	0	0.0	0	0
2020-07-03	24	18	75.0	1	4.2	1	100.0
2020-06-09	68	59	86.8	4	5.9	2	50.0
2020-06-19	70	47	67.1	3	4.3	0	0.0
2020-06-01	24	19	79.2	2	8.3	2	100.0
2020-06-27	24	14	58.3	0	0.0	0	0
2020-07-01	24	18	75.0	0	0.0	0	0
2020-05-26	23	18	78.3	2	8.7	2	100.0
2020-05-13	74	62	83.8	7	9.5	4	57.1
2020-04-26	46	38	82.6	2	4.3	1	50.0
2020-05-01	58	46	79.3	5	8.6	3	60.0
2020-06-10	68	59	86.8	3	4.4	1	33.3
2020-05-09	69	55	79.7	6	8.7	2	33.3
2020-05-15	24	22	91.7	2	8.3	2	100.0
