Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	73	52	71.2	0	0.0	0	0
2020-05-24	73	41	56.2	0	0.0	0	0
2020-07-12	74	52	70.3	0	0.0	0	0
2020-06-17	73	50	68.5	0	0.0	0	0
2020-06-28	73	53	72.6	0	0.0	0	0
2020-06-18	73	51	69.9	1	1.4	0	0.0
2020-05-30	73	45	61.6	0	0.0	0	0
2020-04-27	72	43	59.7	0	0.0	0	0
2020-06-13	73	49	67.1	0	0.0	0	0
2020-06-11	73	49	67.1	0	0.0	0	0
2020-07-04	73	51	69.9	0	0.0	0	0
2020-07-13	62	55	88.7	0	0.0	0	0
2020-05-25	73	41	56.2	0	0.0	0	0
2020-06-22	42	21	50.0	0	0.0	0	0
2020-06-14	73	47	64.4	0	0.0	0	0
2020-05-11	76	45	59.2	0	0.0	0	0
2020-05-21	73	46	63.0	0	0.0	0	0
2020-07-08	73	56	76.7	0	0.0	0	0
2020-06-07	73	48	65.8	0	0.0	0	0
2020-06-03	73	48	65.8	0	0.0	0	0
2020-06-02	73	44	60.3	0	0.0	0	0
2020-06-25	73	48	65.8	0	0.0	0	0
2020-05-06	77	51	66.2	0	0.0	0	0
2020-06-24	42	19	45.2	0	0.0	0	0
2020-07-09	73	52	71.2	0	0.0	0	0
2020-07-07	73	54	74.0	0	0.0	0	0
2020-05-22	74	47	63.5	0	0.0	0	0
2020-04-30	75	52	69.3	0	0.0	0	0
2020-05-14	73	51	69.9	0	0.0	0	0
2020-05-29	73	50	68.5	0	0.0	0	0
2020-05-12	76	48	63.2	0	0.0	0	0
2020-07-14	62	55	88.7	0	0.0	0	0
2020-05-07	74	47	63.5	0	0.0	0	0
2020-05-16	73	47	64.4	0	0.0	0	0
2020-05-31	73	47	64.4	0	0.0	0	0
2020-05-08	73	45	61.6	0	0.0	0	0
2020-06-08	73	49	67.1	0	0.0	0	0
2020-05-23	73	43	58.9	0	0.0	0	0
2020-05-28	73	47	64.4	0	0.0	0	0
2020-07-06	73	52	71.2	0	0.0	0	0
2020-06-20	42	18	42.9	0	0.0	0	0
2020-06-29	73	54	74.0	0	0.0	0	0
2020-06-12	73	48	65.8	0	0.0	0	0
2020-04-28	72	43	59.7	0	0.0	0	0
2020-07-02	64	56	87.5	0	0.0	0	0
2020-06-21	42	18	42.9	0	0.0	0	0
2020-04-29	75	47	62.7	0	0.0	0	0
2020-06-30	73	51	69.9	0	0.0	0	0
2020-05-04	76	48	63.2	0	0.0	0	0
2020-05-17	73	47	64.4	0	0.0	0	0
2020-05-05	76	52	68.4	0	0.0	0	0
2020-05-18	75	46	61.3	0	0.0	0	0
2020-05-02	76	49	64.5	0	0.0	0	0
2020-06-16	73	48	65.8	0	0.0	0	0
2020-05-20	73	44	60.3	0	0.0	0	0
2020-06-15	73	48	65.8	0	0.0	0	0
2020-05-19	75	45	60.0	0	0.0	0	0
2020-05-27	73	47	64.4	0	0.0	0	0
2020-07-05	73	52	71.2	0	0.0	0	0
2020-05-10	73	43	58.9	0	0.0	0	0
2020-06-05	73	49	67.1	0	0.0	0	0
2020-06-23	42	22	52.4	0	0.0	0	0
2020-06-04	73	49	67.1	0	0.0	0	0
2020-06-26	73	47	64.4	0	0.0	0	0
2020-06-06	73	48	65.8	0	0.0	0	0
2020-05-03	76	49	64.5	0	0.0	0	0
2020-07-03	61	54	88.5	0	0.0	0	0
2020-06-09	73	54	74.0	0	0.0	0	0
2020-06-19	73	49	67.1	1	1.4	0	0.0
2020-06-01	73	47	64.4	0	0.0	0	0
2020-06-27	73	47	64.4	0	0.0	0	0
2020-07-01	73	54	74.0	0	0.0	0	0
2020-05-26	73	46	63.0	0	0.0	0	0
2020-05-13	73	50	68.5	0	0.0	0	0
2020-04-26	75	51	68.0	0	0.0	0	0
2020-05-01	76	51	67.1	0	0.0	0	0
2020-06-10	73	55	75.3	0	0.0	0	0
2020-07-11	73	54	74.0	0	0.0	0	0
2020-05-09	73	42	57.5	0	0.0	0	0
2020-05-15	73	50	68.5	0	0.0	0	0
