Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	958	543	56.7	26	2.7	22	84.6
2020-06-17	971	587	60.5	13	1.3	12	92.3
2020-06-28	948	547	57.7	8	0.8	8	100.0
2020-06-18	968	562	58.1	13	1.3	11	84.6
2020-05-30	988	599	60.6	21	2.1	19	90.5
2020-04-27	919	520	56.6	82	8.9	69	84.1
2020-06-13	965	596	61.8	15	1.6	12	80.0
2020-06-11	966	578	59.8	18	1.9	16	88.9
2020-05-25	980	566	57.8	25	2.6	21	84.0
2020-06-22	822	482	58.6	11	1.3	10	90.9
2020-06-14	946	574	60.7	14	1.5	11	78.6
2020-05-11	875	527	60.2	58	6.6	49	84.5
2020-05-21	980	612	62.4	34	3.5	26	76.5
2020-06-07	928	524	56.5	19	2.0	16	84.2
2020-06-03	949	564	59.4	20	2.1	18	90.0
2020-06-02	936	540	57.7	21	2.2	19	90.5
2020-06-25	942	571	60.6	12	1.3	8	66.7
2020-05-06	883	559	63.3	68	7.7	54	79.4
2020-06-24	755	468	62.0	11	1.5	9	81.8
2020-05-22	972	600	61.7	32	3.3	25	78.1
2020-04-30	968	576	59.5	81	8.4	66	81.5
2020-05-14	982	593	60.4	46	4.7	38	82.6
2020-05-29	981	592	60.3	22	2.2	19	86.4
2020-05-12	888	545	61.4	56	6.3	44	78.6
2020-05-07	886	556	62.8	64	7.2	53	82.8
2020-05-16	970	613	63.2	42	4.3	34	81.0
2020-05-31	971	547	56.3	22	2.3	19	86.4
2020-05-08	840	562	66.9	64	7.6	53	82.8
2020-06-08	952	549	57.7	19	2.0	16	84.2
2020-05-23	966	570	59.0	27	2.8	22	81.5
2020-05-28	986	588	59.6	21	2.1	18	85.7
2020-06-20	864	533	61.7	11	1.3	10	90.9
2020-06-12	971	592	61.0	16	1.6	14	87.5
2020-04-28	956	533	55.8	81	8.5	70	86.4
2020-06-21	839	504	60.1	11	1.3	10	90.9
2020-04-29	978	562	57.5	79	8.1	67	84.8
2020-05-04	854	514	60.2	70	8.2	58	82.9
2020-05-17	985	602	61.1	42	4.3	33	78.6
2020-05-05	870	529	60.8	68	7.8	55	80.9
2020-05-18	978	565	57.8	41	4.2	32	78.0
2020-05-02	882	541	61.3	74	8.4	60	81.1
2020-06-16	977	557	57.0	13	1.3	11	84.6
2020-05-20	937	568	60.6	38	4.1	26	68.4
2020-06-15	942	553	58.7	13	1.4	11	84.6
2020-05-19	980	578	59.0	44	4.5	30	68.2
2020-05-27	985	581	59.0	21	2.1	18	85.7
2020-05-10	878	561	63.9	65	7.4	52	80.0
2020-06-05	966	580	60.0	19	2.0	16	84.2
2020-06-23	808	496	61.4	12	1.5	9	75.0
2020-06-04	970	586	60.4	19	2.0	16	84.2
2020-06-26	943	577	61.2	9	1.0	8	88.9
2020-06-06	939	556	59.2	19	2.0	16	84.2
2020-05-03	861	534	62.0	72	8.4	62	86.1
2020-06-09	977	587	60.1	19	1.9	16	84.2
2020-06-19	957	575	60.1	13	1.4	11	84.6
2020-06-01	941	562	59.7	22	2.3	19	86.4
2020-06-27	960	594	61.9	8	0.8	8	100.0
2020-05-26	981	568	57.9	22	2.2	18	81.8
2020-05-13	888	546	61.5	50	5.6	41	82.0
2020-04-26	894	528	59.1	80	8.9	64	80.0
2020-05-01	884	562	63.6	80	9.0	66	82.5
2020-06-10	970	603	62.2	18	1.9	16	88.9
2020-05-09	884	561	63.5	60	6.8	51	85.0
2020-05-15	969	597	61.6	43	4.4	35	81.4
