Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	8	4	50.0	2	25.0	2	100.0
2020-06-17	8	4	50.0	0	0.0	0	0
2020-06-28	8	6	75.0	0	0.0	0	0
2020-06-18	8	4	50.0	0	0.0	0	0
2020-05-30	7	2	28.6	0	0.0	0	0
2020-04-27	8	4	50.0	0	0.0	0	0
2020-06-13	8	8	100.0	1	12.5	0	0.0
2020-06-11	10	3	30.0	1	10.0	0	0.0
2020-05-25	8	7	87.5	2	25.0	2	100.0
2020-06-22	0	0		0		0	0
2020-06-14	8	8	100.0	1	12.5	0	0.0
2020-05-11	7	6	85.7	2	28.6	0	0.0
2020-05-21	8	4	50.0	0	0.0	0	0
2020-06-07	8	2	25.0	0	0.0	0	0
2020-06-03	7	5	71.4	1	14.3	0	0.0
2020-06-02	8	7	87.5	1	12.5	0	0.0
2020-06-25	8	7	87.5	0	0.0	0	0
2020-05-06	8	6	75.0	0	0.0	0	0
2020-06-24	0	0		0		0	0
2020-05-22	8	5	62.5	0	0.0	0	0
2020-04-30	8	4	50.0	0	0.0	0	0
2020-05-14	8	5	62.5	1	12.5	0	0.0
2020-05-29	8	5	62.5	0	0.0	0	0
2020-05-12	7	6	85.7	2	28.6	0	0.0
2020-05-07	8	6	75.0	1	12.5	0	0.0
2020-05-16	7	3	42.9	0	0.0	0	0
2020-05-31	11	7	63.6	0	0.0	0	0
2020-05-08	8	6	75.0	1	12.5	0	0.0
2020-06-08	8	1	12.5	1	12.5	0	0.0
2020-05-23	8	4	50.0	0	0.0	0	0
2020-05-28	8	6	75.0	0	0.0	0	0
2020-06-20	8	7	87.5	1	12.5	0	0.0
2020-06-12	8	5	62.5	1	12.5	0	0.0
2020-04-28	7	4	57.1	2	28.6	0	0.0
2020-06-21	0	0		0		0	0
2020-04-29	7	4	57.1	2	28.6	0	0.0
2020-05-04	8	4	50.0	0	0.0	0	0
2020-05-17	9	6	66.7	0	0.0	0	0
2020-05-05	8	4	50.0	0	0.0	0	0
2020-05-18	8	3	37.5	0	0.0	0	0
2020-05-02	8	4	50.0	0	0.0	0	0
2020-06-16	8	6	75.0	0	0.0	0	0
2020-05-20	8	4	50.0	0	0.0	0	0
2020-06-15	8	6	75.0	0	0.0	0	0
2020-05-19	8	6	75.0	0	0.0	0	0
2020-05-27	8	5	62.5	1	12.5	1	100.0
2020-05-10	8	6	75.0	1	12.5	0	0.0
2020-06-05	8	6	75.0	1	12.5	0	0.0
2020-06-23	0	0		0		0	0
2020-06-04	8	4	50.0	0	0.0	0	0
2020-06-26	7	6	85.7	0	0.0	0	0
2020-06-06	7	5	71.4	1	14.3	0	0.0
2020-05-03	8	4	50.0	0	0.0	0	0
2020-06-09	8	3	37.5	0	0.0	0	0
2020-06-19	8	7	87.5	0	0.0	0	0
2020-06-01	11	4	36.4	0	0.0	0	0
2020-06-27	8	6	75.0	1	12.5	0	0.0
2020-05-26	8	5	62.5	1	12.5	1	100.0
2020-05-13	8	5	62.5	0	0.0	0	0
2020-04-26	6	5	83.3	0	0.0	0	0
2020-05-01	8	4	50.0	0	0.0	0	0
2020-06-10	8	3	37.5	1	12.5	0	0.0
2020-05-09	8	6	75.0	1	12.5	0	0.0
2020-05-15	7	3	42.9	0	0.0	0	0
