Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-22	0	0		0		0	0
2020-07-03	35	23	65.7	0	0.0	0	0
2020-05-03	35	22	62.9	7	20.0	4	57.1
2020-06-18	35	25	71.4	1	2.9	0	0.0
2020-05-07	35	20	57.1	6	17.1	4	66.7
2020-05-05	35	24	68.6	6	17.1	4	66.7
2020-06-30	35	26	74.3	0	0.0	0	0
2020-06-25	35	29	82.9	0	0.0	0	0
2020-05-31	35	33	94.3	3	8.6	2	66.7
2020-05-06	35	25	71.4	6	17.1	4	66.7
2020-07-18	35	29	82.9	0	0.0	0	0
2020-07-06	35	28	80.0	0	0.0	0	0
2020-05-20	35	27	77.1	8	22.9	1	12.5
2020-06-04	38	33	86.8	3	7.9	2	66.7
2020-07-20	35	30	85.7	0	0.0	0	0
2020-07-13	35	30	85.7	0	0.0	0	0
2020-05-22	35	27	77.1	8	22.9	1	12.5
2020-07-05	35	28	80.0	0	0.0	0	0
2020-07-16	35	31	88.6	0	0.0	0	0
2020-05-15	35	24	68.6	9	25.7	5	55.6
2020-05-29	35	28	80.0	3	8.6	1	33.3
2020-07-29	36	33	91.7	1	2.8	0	0.0
2020-05-28	35	31	88.6	3	8.6	1	33.3
2020-06-21	0	0		0		0	0
2020-05-17	35	23	65.7	7	20.0	2	28.6
2020-07-08	35	26	74.3	0	0.0	0	0
2020-06-16	35	27	77.1	2	5.7	0	0.0
2020-06-02	35	31	88.6	3	8.6	2	66.7
2020-06-29	35	28	80.0	0	0.0	0	0
2020-07-04	35	23	65.7	0	0.0	0	0
2020-06-03	35	33	94.3	3	8.6	2	66.7
2020-06-19	32	23	71.9	1	3.1	0	0.0
2020-07-14	35	30	85.7	0	0.0	0	0
2020-07-26	35	29	82.9	0	0.0	0	0
2020-07-07	35	27	77.1	0	0.0	0	0
2020-04-27	35	27	77.1	9	25.7	4	44.4
2020-05-08	35	20	57.1	5	14.3	5	100.0
2020-07-12	35	29	82.9	0	0.0	0	0
2020-05-25	35	32	91.4	3	8.6	1	33.3
2020-06-14	35	26	74.3	1	2.9	0	0.0
2020-05-21	35	27	77.1	8	22.9	1	12.5
2020-06-26	35	26	74.3	0	0.0	0	0
2020-07-22	35	33	94.3	0	0.0	0	0
2020-05-23	35	25	71.4	3	8.6	1	33.3
2020-05-13	35	30	85.7	15	42.9	5	33.3
2020-06-10	35	30	85.7	0	0.0	0	0
2020-07-25	35	29	82.9	0	0.0	0	0
2020-04-30	35	25	71.4	8	22.9	5	62.5
2020-06-07	35	31	88.6	0	0.0	0	0
2020-05-01	34	24	70.6	7	20.6	4	57.1
2020-07-30	35	31	88.6	0	0.0	0	0
2020-07-11	35	27	77.1	0	0.0	0	0
2020-06-17	35	25	71.4	1	2.9	0	0.0
2020-07-01	35	25	71.4	0	0.0	0	0
2020-06-09	35	30	85.7	0	0.0	0	0
2020-06-08	35	31	88.6	0	0.0	0	0
2020-06-28	35	29	82.9	0	0.0	0	0
2020-07-21	35	32	91.4	0	0.0	0	0
2020-05-26	35	32	91.4	4	11.4	1	25.0
2020-07-19	35	29	82.9	0	0.0	0	0
2020-05-12	35	22	62.9	8	22.9	5	62.5
2020-04-29	35	27	77.1	11	31.4	5	45.5
2020-07-31	35	25	71.4	0	0.0	0	0
2020-05-04	35	25	71.4	9	25.7	4	44.4
2020-05-19	35	27	77.1	9	25.7	1	11.1
2020-07-28	35	31	88.6	0	0.0	0	0
2020-04-28	35	27	77.1	9	25.7	4	44.4
2020-05-10	35	23	65.7	10	28.6	6	60.0
2020-07-15	35	31	88.6	0	0.0	0	0
2020-06-12	35	28	80.0	0	0.0	0	0
2020-05-27	35	30	85.7	3	8.6	1	33.3
2020-07-24	35	32	91.4	0	0.0	0	0
2020-06-23	0	0		0		0	0
2020-05-09	35	21	60.0	7	20.0	5	71.4
2020-06-24	0	0		0		0	0
2020-06-20	32	22	68.8	0	0.0	0	0
2020-07-02	35	19	54.3	0	0.0	0	0
2020-05-30	35	31	88.6	4	11.4	2	50.0
2020-07-09	35	26	74.3	0	0.0	0	0
2020-05-11	35	22	62.9	8	22.9	4	50.0
2020-05-18	35	23	65.7	5	14.3	3	60.0
2020-04-26	36	27	75.0	8	22.2	6	75.0
2020-06-11	37	30	81.1	0	0.0	0	0
2020-06-06	34	26	76.5	0	0.0	0	0
2020-07-17	35	29	82.9	0	0.0	0	0
2020-06-01	35	32	91.4	3	8.6	2	66.7
2020-07-10	35	27	77.1	0	0.0	0	0
2020-06-05	34	26	76.5	0	0.0	0	0
2020-06-13	35	28	80.0	1	2.9	0	0.0
2020-05-14	35	25	71.4	9	25.7	5	55.6
2020-05-16	35	25	71.4	9	25.7	4	44.4
2020-07-27	35	32	91.4	0	0.0	0	0
2020-06-15	35	27	77.1	1	2.9	0	0.0
2020-06-27	35	26	74.3	0	0.0	0	0
2020-05-24	35	27	77.1	2	5.7	1	50.0
2020-05-02	35	23	65.7	7	20.0	4	57.1
2020-07-23	35	32	91.4	0	0.0	0	0
