Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	28	18	64.3	0	0.0	0	0
2020-05-24	28	12	42.9	0	0.0	0	0
2020-07-12	28	13	46.4	0	0.0	0	0
2020-07-16	28	16	57.1	0	0.0	0	0
2020-06-17	28	21	75.0	0	0.0	0	0
2020-06-28	28	17	60.7	0	0.0	0	0
2020-06-18	28	19	67.9	0	0.0	0	0
2020-05-30	28	10	35.7	0	0.0	0	0
2020-04-27	28	20	71.4	0	0.0	0	0
2020-06-13	26	14	53.8	0	0.0	0	0
2020-06-11	24	15	62.5	0	0.0	0	0
2020-07-04	27	17	63.0	0	0.0	0	0
2020-07-13	28	13	46.4	0	0.0	0	0
2020-05-25	26	12	46.2	0	0.0	0	0
2020-06-22	28	20	71.4	0	0.0	0	0
2020-06-14	27	14	51.9	0	0.0	0	0
2020-05-11	30	13	43.3	0	0.0	0	0
2020-07-20	28	19	67.9	0	0.0	0	0
2020-05-21	28	13	46.4	1	3.6	0	0.0
2020-07-08	28	14	50.0	0	0.0	0	0
2020-06-07	28	14	50.0	0	0.0	0	0
2020-07-17	29	17	58.6	0	0.0	0	0
2020-07-19	28	19	67.9	0	0.0	0	0
2020-06-03	24	19	79.2	0	0.0	0	0
2020-06-02	28	12	42.9	0	0.0	0	0
2020-06-25	28	22	78.6	0	0.0	0	0
2020-05-06	28	16	57.1	0	0.0	0	0
2020-06-24	28	19	67.9	0	0.0	0	0
2020-07-09	28	14	50.0	0	0.0	0	0
2020-07-07	28	16	57.1	0	0.0	0	0
2020-05-22	24	16	66.7	0	0.0	0	0
2020-04-30	23	11	47.8	0	0.0	0	0
2020-05-14	28	16	57.1	0	0.0	0	0
2020-05-29	28	10	35.7	0	0.0	0	0
2020-05-12	28	13	46.4	0	0.0	0	0
2020-07-14	29	16	55.2	0	0.0	0	0
2020-05-07	28	20	71.4	0	0.0	0	0
2020-05-16	28	14	50.0	0	0.0	0	0
2020-05-31	28	12	42.9	0	0.0	0	0
2020-05-08	30	19	63.3	0	0.0	0	0
2020-06-08	24	11	45.8	0	0.0	0	0
2020-05-23	28	11	39.3	0	0.0	0	0
2020-05-28	28	10	35.7	0	0.0	0	0
2020-07-06	28	15	53.6	0	0.0	0	0
2020-07-15	29	18	62.1	0	0.0	0	0
2020-06-20	28	21	75.0	0	0.0	0	0
2020-06-29	25	12	48.0	0	0.0	0	0
2020-06-12	26	14	53.8	0	0.0	0	0
2020-04-28	28	20	71.4	0	0.0	0	0
2020-07-02	26	15	57.7	0	0.0	0	0
2020-06-21	28	19	67.9	0	0.0	0	0
2020-04-29	27	11	40.7	0	0.0	0	0
2020-06-30	28	17	60.7	0	0.0	0	0
2020-05-04	28	11	39.3	0	0.0	0	0
2020-05-17	28	13	46.4	0	0.0	0	0
2020-05-05	28	13	46.4	0	0.0	0	0
2020-05-18	28	15	53.6	0	0.0	0	0
2020-05-02	23	14	60.9	0	0.0	0	0
2020-06-16	28	18	64.3	0	0.0	0	0
2020-05-20	28	13	46.4	1	3.6	0	0.0
2020-06-15	28	14	50.0	0	0.0	0	0
2020-05-19	28	16	57.1	0	0.0	0	0
2020-05-27	28	10	35.7	0	0.0	0	0
2020-07-05	28	17	60.7	0	0.0	0	0
2020-05-10	29	15	51.7	0	0.0	0	0
2020-07-18	28	18	64.3	0	0.0	0	0
2020-06-05	23	16	69.6	0	0.0	0	0
2020-06-23	28	19	67.9	0	0.0	0	0
2020-06-04	24	16	66.7	0	0.0	0	0
2020-06-26	28	23	82.1	0	0.0	0	0
2020-06-06	24	17	70.8	0	0.0	0	0
2020-05-03	23	13	56.5	0	0.0	0	0
2020-07-03	26	15	57.7	0	0.0	0	0
2020-06-09	23	15	65.2	0	0.0	0	0
2020-06-19	28	23	82.1	0	0.0	0	0
2020-06-01	28	13	46.4	0	0.0	0	0
2020-06-27	28	18	64.3	0	0.0	0	0
2020-07-01	28	18	64.3	0	0.0	0	0
2020-05-26	28	12	42.9	0	0.0	0	0
2020-05-13	28	16	57.1	0	0.0	0	0
2020-04-26	28	12	42.9	0	0.0	0	0
2020-05-01	23	13	56.5	0	0.0	0	0
2020-06-10	24	13	54.2	0	0.0	0	0
2020-07-11	32	16	50.0	0	0.0	0	0
2020-05-09	30	19	63.3	0	0.0	0	0
2020-05-15	28	13	46.4	0	0.0	0	0
