Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-24	40	22	55.0	3	7.5	1	33.3
2020-06-17	45	20	44.4	1	2.2	0	0.0
2020-06-28	45	21	46.7	0	0.0	0	0
2020-06-18	45	22	48.9	1	2.2	0	0.0
2020-05-30	45	19	42.2	3	6.7	0	0.0
2020-04-27	40	27	67.5	2	5.0	1	50.0
2020-06-13	45	22	48.9	3	6.7	0	0.0
2020-06-11	45	27	60.0	3	6.7	0	0.0
2020-07-04	45	18	40.0	0	0.0	0	0
2020-05-25	40	21	52.5	3	7.5	1	33.3
2020-06-14	45	22	48.9	3	6.7	0	0.0
2020-05-11	40	21	52.5	1	2.5	1	100.0
2020-05-21	40	20	50.0	3	7.5	1	33.3
2020-06-07	45	22	48.9	3	6.7	0	0.0
2020-06-03	45	22	48.9	3	6.7	0	0.0
2020-06-02	45	22	48.9	3	6.7	0	0.0
2020-06-25	45	21	46.7	1	2.2	0	0.0
2020-05-06	40	21	52.5	1	2.5	1	100.0
2020-05-22	40	24	60.0	3	7.5	1	33.3
2020-04-30	40	27	67.5	1	2.5	1	100.0
2020-05-14	40	21	52.5	2	5.0	1	50.0
2020-05-29	45	24	53.3	3	6.7	0	0.0
2020-05-12	40	22	55.0	1	2.5	1	100.0
2020-05-07	40	24	60.0	1	2.5	1	100.0
2020-05-16	40	17	42.5	3	7.5	1	33.3
2020-05-31	45	21	46.7	3	6.7	0	0.0
2020-05-08	40	25	62.5	1	2.5	1	100.0
2020-06-08	45	23	51.1	3	6.7	0	0.0
2020-05-23	40	22	55.0	3	7.5	1	33.3
2020-05-28	45	20	44.4	3	6.7	0	0.0
2020-07-06	45	19	42.2	0	0.0	0	0
2020-06-20	45	22	48.9	1	2.2	0	0.0
2020-06-29	45	20	44.4	0	0.0	0	0
2020-06-12	45	25	55.6	3	6.7	0	0.0
2020-04-28	40	27	67.5	2	5.0	1	50.0
2020-07-02	45	21	46.7	0	0.0	0	0
2020-04-29	40	27	67.5	2	5.0	1	50.0
2020-06-30	45	23	51.1	0	0.0	0	0
2020-05-04	40	26	65.0	1	2.5	1	100.0
2020-05-17	40	14	35.0	3	7.5	1	33.3
2020-05-05	40	21	52.5	1	2.5	1	100.0
2020-05-18	40	19	47.5	3	7.5	1	33.3
2020-05-02	40	24	60.0	1	2.5	1	100.0
2020-06-16	45	24	53.3	2	4.4	0	0.0
2020-05-20	40	22	55.0	4	10.0	1	25.0
2020-06-15	45	24	53.3	3	6.7	0	0.0
2020-05-19	40	19	47.5	3	7.5	1	33.3
2020-05-27	45	20	44.4	3	6.7	0	0.0
2020-07-05	45	18	40.0	0	0.0	0	0
2020-05-10	40	21	52.5	1	2.5	1	100.0
2020-06-05	45	21	46.7	3	6.7	0	0.0
2020-06-04	45	25	55.6	3	6.7	0	0.0
2020-06-26	45	20	44.4	0	0.0	0	0
2020-06-06	45	20	44.4	3	6.7	0	0.0
2020-05-03	40	25	62.5	1	2.5	1	100.0
2020-07-03	45	21	46.7	0	0.0	0	0
2020-06-09	45	23	51.1	3	6.7	0	0.0
2020-06-19	45	22	48.9	1	2.2	0	0.0
2020-06-01	45	23	51.1	3	6.7	0	0.0
2020-06-27	45	19	42.2	0	0.0	0	0
2020-07-01	45	20	44.4	0	0.0	0	0
2020-05-26	45	22	48.9	3	6.7	0	0.0
2020-05-13	40	20	50.0	2	5.0	1	50.0
2020-04-26	40	26	65.0	2	5.0	1	50.0
2020-05-01	40	24	60.0	1	2.5	1	100.0
2020-06-10	45	23	51.1	3	6.7	0	0.0
2020-05-09	40	25	62.5	1	2.5	1	100.0
2020-05-15	40	15	37.5	3	7.5	1	33.3
