Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	55	23	41.8	1	1.8	0	0.0
2020-05-24	87	38	43.7	0	0.0	0	0
2020-07-12	55	21	38.2	1	1.8	0	0.0
2020-06-17	76	39	51.3	0	0.0	0	0
2020-06-28	85	34	40.0	0	0.0	0	0
2020-06-18	77	35	45.5	0	0.0	0	0
2020-05-30	59	35	59.3	0	0.0	0	0
2020-04-27	75	40	53.3	6	8.0	6	100.0
2020-06-13	76	38	50.0	1	1.3	0	0.0
2020-06-11	75	38	50.7	0	0.0	0	0
2020-07-04	56	22	39.3	1	1.8	1	100.0
2020-07-13	73	30	41.1	1	1.4	0	0.0
2020-05-25	54	33	61.1	1	1.9	0	0.0
2020-06-22	76	38	50.0	0	0.0	0	0
2020-06-14	64	28	43.8	0	0.0	0	0
2020-05-11	54	27	50.0	2	3.7	1	50.0
2020-05-21	85	35	41.2	0	0.0	0	0
2020-07-08	70	25	35.7	0	0.0	0	0
2020-06-07	75	36	48.0	0	0.0	0	0
2020-06-03	75	42	56.0	2	2.7	0	0.0
2020-06-02	58	37	63.8	3	5.2	0	0.0
2020-06-25	81	44	54.3	0	0.0	0	0
2020-05-06	84	37	44.0	4	4.8	3	75.0
2020-06-24	78	38	48.7	1	1.3	0	0.0
2020-07-09	55	24	43.6	2	3.6	0	0.0
2020-07-07	70	22	31.4	0	0.0	0	0
2020-05-22	67	32	47.8	0	0.0	0	0
2020-04-30	93	40	43.0	7	7.5	5	71.4
2020-05-14	93	45	48.4	1	1.1	0	0.0
2020-05-29	60	34	56.7	0	0.0	0	0
2020-05-12	70	40	57.1	1	1.4	0	0.0
2020-05-07	83	36	43.4	3	3.6	3	100.0
2020-05-16	92	46	50.0	2	2.2	1	50.0
2020-05-31	62	35	56.5	1	1.6	1	100.0
2020-05-08	81	37	45.7	4	4.9	3	75.0
2020-06-08	61	30	49.2	0	0.0	0	0
2020-05-23	88	35	39.8	0	0.0	0	0
2020-05-28	63	39	61.9	0	0.0	0	0
2020-07-06	69	25	36.2	0	0.0	0	0
2020-06-20	69	36	52.2	0	0.0	0	0
2020-06-29	64	34	53.1	0	0.0	0	0
2020-06-12	58	36	62.1	0	0.0	0	0
2020-04-28	91	44	48.4	8	8.8	7	87.5
2020-07-02	59	23	39.0	1	1.7	1	100.0
2020-06-21	79	36	45.6	0	0.0	0	0
2020-04-29	90	40	44.4	8	8.9	7	87.5
2020-06-30	68	33	48.5	1	1.5	0	0.0
2020-05-04	77	40	51.9	3	3.9	3	100.0
2020-05-17	74	36	48.6	2	2.7	2	100.0
2020-05-05	94	42	44.7	5	5.3	3	60.0
2020-05-18	58	29	50.0	2	3.4	0	0.0
2020-05-02	94	37	39.4	4	4.3	4	100.0
2020-06-16	76	39	51.3	0	0.0	0	0
2020-05-20	72	33	45.8	0	0.0	0	0
2020-06-15	76	42	55.3	0	0.0	0	0
2020-05-19	75	37	49.3	0	0.0	0	0
2020-05-27	70	39	55.7	0	0.0	0	0
2020-07-05	56	21	37.5	0	0.0	0	0
2020-05-10	70	33	47.1	3	4.3	1	33.3
2020-06-05	76	39	51.3	0	0.0	0	0
2020-06-23	79	34	43.0	0	0.0	0	0
2020-06-04	77	47	61.0	1	1.3	0	0.0
2020-06-26	86	33	38.4	0	0.0	0	0
2020-06-06	76	38	50.0	0	0.0	0	0
2020-05-03	77	34	44.2	4	5.2	4	100.0
2020-07-03	56	16	28.6	1	1.8	1	100.0
2020-06-09	61	31	50.8	0	0.0	0	0
2020-06-19	77	40	51.9	0	0.0	0	0
2020-06-01	59	37	62.7	1	1.7	1	100.0
2020-06-27	83	36	43.4	1	1.2	0	0.0
2020-07-01	57	24	42.1	1	1.8	1	100.0
2020-05-26	55	35	63.6	0	0.0	0	0
2020-05-13	94	46	48.9	1	1.1	0	0.0
2020-04-26	77	43	55.8	8	10.4	7	87.5
2020-05-01	95	34	35.8	4	4.2	4	100.0
2020-06-10	77	33	42.9	0	0.0	0	0
2020-07-11	56	20	35.7	1	1.8	0	0.0
2020-05-09	90	37	41.1	3	3.3	1	33.3
2020-05-15	94	45	47.9	1	1.1	0	0.0
