Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-10	194	149	76.8	0	0.0	0	0
2020-05-24	157	125	79.6	0	0.0	0	0
2020-07-12	194	151	77.8	0	0.0	0	0
2020-06-17	189	147	77.8	0	0.0	0	0
2020-06-28	197	145	73.6	0	0.0	0	0
2020-06-18	189	142	75.1	0	0.0	0	0
2020-05-30	154	121	78.6	0	0.0	0	0
2020-04-27	152	116	76.3	0	0.0	0	0
2020-06-13	181	143	79.0	0	0.0	0	0
2020-06-11	181	146	80.7	0	0.0	0	0
2020-07-04	187	134	71.7	0	0.0	0	0
2020-07-13	194	145	74.7	0	0.0	0	0
2020-05-25	149	122	81.9	0	0.0	0	0
2020-06-22	175	141	80.6	0	0.0	0	0
2020-06-14	180	144	80.0	0	0.0	0	0
2020-05-11	153	114	74.5	1	0.7	0	0.0
2020-05-21	157	118	75.2	1	0.6	0	0.0
2020-07-08	197	149	75.6	0	0.0	0	0
2020-06-07	197	142	72.1	0	0.0	0	0
2020-06-03	189	150	79.4	0	0.0	0	0
2020-06-02	155	124	80.0	0	0.0	0	0
2020-06-25	189	139	73.5	0	0.0	0	0
2020-05-06	155	118	76.1	0	0.0	0	0
2020-06-24	175	133	76.0	0	0.0	0	0
2020-07-09	194	149	76.8	0	0.0	0	0
2020-07-07	194	147	75.8	0	0.0	0	0
2020-05-22	156	121	77.6	1	0.6	0	0.0
2020-04-30	156	116	74.4	0	0.0	0	0
2020-05-14	158	124	78.5	1	0.6	0	0.0
2020-05-29	155	125	80.6	0	0.0	0	0
2020-05-12	155	120	77.4	1	0.6	0	0.0
2020-07-14	194	139	71.6	0	0.0	0	0
2020-05-07	157	120	76.4	1	0.6	0	0.0
2020-05-16	158	123	77.8	1	0.6	0	0.0
2020-05-31	155	120	77.4	0	0.0	0	0
2020-05-08	156	116	74.4	1	0.6	0	0.0
2020-06-08	181	129	71.3	0	0.0	0	0
2020-05-23	157	126	80.3	0	0.0	0	0
2020-05-28	153	128	83.7	0	0.0	0	0
2020-07-06	194	146	75.3	0	0.0	0	0
2020-07-15	195	147	75.4	0	0.0	0	0
2020-06-20	176	144	81.8	0	0.0	0	0
2020-06-29	197	148	75.1	0	0.0	0	0
2020-06-12	181	145	80.1	0	0.0	0	0
2020-04-28	152	114	75.0	0	0.0	0	0
2020-07-02	200	144	72.0	0	0.0	0	0
2020-06-21	175	142	81.1	0	0.0	0	0
2020-04-29	154	113	73.4	0	0.0	0	0
2020-06-30	189	149	78.8	0	0.0	0	0
2020-05-04	156	122	78.2	0	0.0	0	0
2020-05-17	158	124	78.5	1	0.6	0	0.0
2020-05-05	156	119	76.3	0	0.0	0	0
2020-05-18	158	122	77.2	1	0.6	0	0.0
2020-05-02	158	120	75.9	0	0.0	0	0
2020-06-16	189	160	84.7	0	0.0	0	0
2020-05-20	157	123	78.3	2	1.3	0	0.0
2020-06-15	189	154	81.5	0	0.0	0	0
2020-05-19	159	125	78.6	1	0.6	0	0.0
2020-05-27	154	128	83.1	0	0.0	0	0
2020-07-05	187	136	72.7	0	0.0	0	0
2020-05-10	156	118	75.6	1	0.6	0	0.0
2020-06-05	197	145	73.6	0	0.0	0	0
2020-06-23	175	139	79.4	0	0.0	0	0
2020-06-04	189	139	73.5	0	0.0	0	0
2020-06-26	190	142	74.7	0	0.0	0	0
2020-06-06	197	141	71.6	0	0.0	0	0
2020-05-03	158	123	77.8	0	0.0	0	0
2020-07-03	188	134	71.3	0	0.0	0	0
2020-06-09	181	134	74.0	0	0.0	0	0
2020-06-19	189	141	74.6	0	0.0	0	0
2020-06-01	162	125	77.2	0	0.0	0	0
2020-06-27	189	142	75.1	0	0.0	0	0
2020-07-01	194	148	76.3	0	0.0	0	0
2020-05-26	155	124	80.0	0	0.0	0	0
2020-05-13	158	122	77.2	1	0.6	0	0.0
2020-04-26	151	115	76.2	0	0.0	0	0
2020-05-01	159	116	73.0	0	0.0	0	0
2020-06-10	181	141	77.9	0	0.0	0	0
2020-07-11	194	147	75.8	0	0.0	0	0
2020-05-09	156	120	76.9	1	0.6	0	0.0
2020-05-15	158	122	77.2	1	0.6	0	0.0
