Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Doubling_Time	Deaths_Doubling_Time	Cases_Change_Factor	Deaths_Change_Factor	Days_Since_2nd_Death
-41	2020-03-16	2	0	0	0	10.996	0.0	0.0	0.0					
-40	2020-03-17	2	0	0	0	10.996	0.0	0.0	0.0					
-39	2020-03-18	2	0	0	0	10.996	0.0	0.0	0.0					
-38	2020-03-19	2	0	0	0	10.996	0.0	0.0	0.0					
-37	2020-03-20	2	0	0	0	10.996	0.0	0.0	0.0					
-36	2020-03-21	2	0	0	0	10.996	0.0	0.0	0.0					
-35	2020-03-22	2	0	0	0	10.996	0.0	0.0	0.0					
-34	2020-03-23	3	0	1	0	16.494	0.0	5.498	0.0					
-33	2020-03-24	3	0	0	0	16.494	0.0	0.0	0.0					
-32	2020-03-25	3	0	0	0	16.494	0.0	0.0	0.0					
-31	2020-03-26	3	0	0	0	16.494	0.0	0.0	0.0					
-30	2020-03-27	3	0	0	0	16.494	0.0	0.0	0.0					
-29	2020-03-28	3	0	0	0	16.494	0.0	0.0	0.0					
-28	2020-03-29	9	0	6	0	49.481	0.0	32.987	0.0					
-27	2020-03-30	9	0	0	0	49.481	0.0	0.0	0.0	2.5				
-26	2020-03-31	13	0	4	0	71.472	0.0	21.991	0.0	2.2				
-25	2020-04-01	13	0	0	0	71.472	0.0	0.0	0.0	2.7				
-24	2020-04-02	13	0	0	0	71.472	0.0	0.0	0.0	3.7				
-23	2020-04-03	13	0	0	0	71.472	0.0	0.0	0.0	5.5				
-22	2020-04-04	14	0	1	0	76.97	0.0	5.498	0.0	10.6				
-21	2020-04-05	14	0	0	0	76.97	0.0	0.0	0.0	15.1				
-20	2020-04-06	14	0	0	0	76.97	0.0	0.0	0.0	43.2				
-19	2020-04-07	14	0	0	0	76.97	0.0	0.0	0.0	44.1				
-18	2020-04-08	14	0	0	0	76.97	0.0	0.0	0.0	53.9				
-17	2020-04-09	14	0	0	0	76.97	0.0	0.0	0.0	90.8				
-16	2020-04-10	15	0	1	0	82.468	0.0	5.498	0.0	90.3				
-15	2020-04-11	15	0	0	0	82.468	0.0	0.0	0.0	54.8				
-14	2020-04-12	15	0	0	0	82.468	0.0	0.0	0.0	46.5				
-13	2020-04-13	15	0	0	0	82.468	0.0	0.0	0.0	47.4				
-12	2020-04-14	15	0	0	0	82.468	0.0	0.0	0.0	57.8				
-11	2020-04-15	15	0	0	0	82.468	0.0	0.0	0.0	97.3				
-10	2020-04-16	15	0	0	0	82.468	0.0	0.0	0.0					
-9	2020-04-17	15	0	0	0	82.468	0.0	0.0	0.0					
-8	2020-04-18	15	0	0	0	82.468	0.0	0.0	0.0					
-7	2020-04-19	15	0	0	0	82.468	0.0	0.0	0.0					
-6	2020-04-20	15	0	0	0	82.468	0.0	0.0	0.0					
-5	2020-04-21	15	0	0	0	82.468	0.0	0.0	0.0					
-4	2020-04-22	15	0	0	0	82.468	0.0	0.0	0.0					
-3	2020-04-23	15	0	0	0	82.468	0.0	0.0	0.0					
-2	2020-04-24	15	0	0	0	82.468	0.0	0.0	0.0					
-1	2020-04-25	15	0	0	0	82.0	0.0	0.0	0.0					
