# date	infections	deaths	new infections	new deaths
2020-03-04	7	0		
2020-03-05	13	0	6	0
2020-03-06	19	0	6	0
2020-03-07	28	0	9	0
2020-03-08	40	0	12	0
2020-03-09	48	0	8	0
2020-03-10	48	0	0	0
2020-03-11	90	0	42	0
2020-03-12	137	0	47	0
2020-03-13	174	0	37	0
2020-03-14	216	0	42	0
2020-03-15	265	0	49	0
2020-03-16	300	0	35	0
2020-03-17	345	0	45	0
2020-03-18	391	0	46	0
2020-03-19	573	0	182	0
2020-03-20	731	0	158	0
2020-03-21	866	1	135	1
2020-03-22	1024	1	158	0
