# day	date	infections	deaths	new infections	new deaths	infections per million	deaths per million	new infections per million	new deaths per million
-25	2020-02-28	0	0	0	0	0.0	0.0	0.0
-24	2020-02-29	0	0	0	0	0.0	0.0	0.0
-23	2020-03-01	0	0	0	0	0.0	0.0	0.0
-22	2020-03-02	0	0	0	0	0.0	0.0	0.0
-21	2020-03-03	0	0	0	0	0.0	0.0	0.0
-20	2020-03-04	1	0	1	0	1.01	0.0	1.01
-19	2020-03-05	1	0	0	0	1.01	0.0	0.0
-18	2020-03-06	2	0	1	0	2.019	0.0	1.01
-17	2020-03-07	3	0	1	0	3.029	0.0	1.01
-16	2020-03-08	9	0	6	0	9.086	0.0	6.058
-15	2020-03-09	6	0	-3	0	6.058	0.0	-3.029
-14	2020-03-10	7	0	1	0	7.067	0.0	1.01
-13	2020-03-11	14	0	7	0	14.134	0.0	7.067
-12	2020-03-12	14	0	0	0	14.134	0.0	0.0
-11	2020-03-13	40	0	26	0	40.384	0.0	26.249
-10	2020-03-14	40	0	0	0	40.384	0.0	0.0
-9	2020-03-15	32	0	-8	0	32.307	0.0	-8.077
-8	2020-03-16	85	0	53	0	85.815	0.0	53.508
-7	2020-03-17	75	0	-10	0	75.719	0.0	-10.096
-6	2020-03-18	88	0	13	0	88.844	0.0	13.125
-5	2020-03-19	99	0	11	0	99.95	0.0	11.106
-4	2020-03-20	146	0	47	0	147.4	0.0	47.451
-3	2020-03-21	187	0	41	0	188.794	0.0	41.393
-2	2020-03-22	187	0	0	0	188.794	0.0	0.0
-1	2020-03-23	200	0	13	0	201.918	0.0	13.125
0	2020-03-24	337	1	137	1	340.232	1.01	138.314
