# date	infections	deaths	new infections	new deaths
2020-03-04	7	0		
2020-03-05	18	0	11	0
2020-03-06	18	0	0	0
2020-03-07	19	0	1	0
2020-03-08	21	0	2	0
2020-03-09	38	0	17	0
2020-03-10	49	0	11	0
2020-03-11	75	0	26	0
2020-03-12	129	0	54	0
2020-03-13	230	0	101	0
2020-03-14	253	0	23	0
2020-03-15	287	0	34	0
2020-03-16	391	0	104	0
2020-03-17	325	0	-66	0
2020-03-18	478	0	153	0
2020-03-19	669	0	191	0
2020-03-20	803	0	134	0
2020-03-21	1023	0	220	0
2020-03-22	1306	1	283	1
