# date	infections	deaths	new infections	new deaths
2020-03-04	0	0		
2020-03-05	0	0	0	0
2020-03-06	0	0	0	0
2020-03-07	0	0	0	0
2020-03-08	0	0	0	0
2020-03-09	0	0	0	0
2020-03-10	7	0	7	0
2020-03-11	15	0	8	0
2020-03-12	27	0	12	0
2020-03-13	42	0	15	0
2020-03-14	45	0	3	0
2020-03-15	47	0	2	0
2020-03-16	77	0	30	0
2020-03-17	58	0	-19	0
2020-03-18	105	0	47	0
2020-03-19	140	0	35	0
2020-03-20	180	0	40	0
2020-03-21	188	1	8	1
2020-03-22	211	0	23	-1
