# day	date	infections	deaths	new infections	new deaths	infections per million	deaths per million	new infections per million	new deaths per million
-25	2020-02-28	0	0	0	0	0.0	0.0	0.0
-24	2020-02-29	0	0	0	0	0.0	0.0	0.0
-23	2020-03-01	0	0	0	0	0.0	0.0	0.0
-22	2020-03-02	0	0	0	0	0.0	0.0	0.0
-21	2020-03-03	1	0	1	0	0.467	0.0	0.467
-20	2020-03-04	1	0	0	0	0.467	0.0	0.0
-19	2020-03-05	1	0	0	0	0.467	0.0	0.0
-18	2020-03-06	1	0	0	0	0.467	0.0	0.0
-17	2020-03-07	2	0	1	0	0.933	0.0	0.467
-16	2020-03-08	2	0	0	0	0.933	0.0	0.0
-15	2020-03-09	2	0	0	0	0.933	0.0	0.0
-14	2020-03-10	4	0	2	0	1.866	0.0	0.933
-13	2020-03-11	10	0	6	0	4.666	0.0	2.8
-12	2020-03-12	14	0	4	0	6.533	0.0	1.866
-11	2020-03-13	29	0	15	0	13.532	0.0	6.999
-10	2020-03-14	46	0	17	0	21.464	0.0	7.932
-9	2020-03-15	51	0	5	0	23.797	0.0	2.333
-8	2020-03-16	55	0	4	0	25.664	0.0	1.866
-7	2020-03-17	51	0	-4	0	23.797	0.0	-1.866
-6	2020-03-18	74	0	23	0	34.529	0.0	10.732
-5	2020-03-19	98	0	24	0	45.728	0.0	11.199
-4	2020-03-20	149	0	51	0	69.525	0.0	23.797
-3	2020-03-21	187	0	38	0	87.257	0.0	17.731
-2	2020-03-22	216	0	29	0	100.789	0.0	13.532
-1	2020-03-23	249	0	33	0	116.187	0.0	15.398
0	2020-03-24	327	1	78	1	152.583	0.467	36.396
