# date	infections	deaths	new infections	new deaths
2020-03-04	2	0		
2020-03-05	7	0	5	0
2020-03-06	7	0	0	0
2020-03-07	8	0	1	0
2020-03-08	7	0	-1	0
2020-03-09	9	0	2	0
2020-03-10	9	0	0	0
2020-03-11	27	0	18	0
2020-03-12	31	0	4	0
2020-03-13	48	0	17	0
2020-03-14	60	0	12	0
2020-03-15	103	0	43	0
2020-03-16	123	0	20	0
2020-03-17	127	0	4	0
2020-03-18	159	0	32	0
2020-03-19	202	0	43	0
2020-03-20	266	1	64	1
2020-03-21	308	1	42	0
2020-03-22	347	1	39	0
