# date	infections	deaths	new infections	new deaths
2020-03-04	1	0		
2020-03-05	1	0	0	0
2020-03-06	2	0	1	0
2020-03-07	4	0	2	0
2020-03-08	4	0	0	0
2020-03-09	12	0	8	0
2020-03-10	22	0	10	0
2020-03-11	26	0	4	0
2020-03-12	45	0	19	0
2020-03-13	83	0	38	0
2020-03-14	93	0	10	0
2020-03-15	130	0	37	0
2020-03-16	140	0	10	0
2020-03-17	182	0	42	0
2020-03-18	198	0	16	0
2020-03-19	275	0	77	0
2020-03-20	394	0	119	0
2020-03-21	567	0	173	0
2020-03-22	606	0	39	0
