# day	date	infections	deaths	new infections	new deaths	infections per million	deaths per million	new infections per million	new deaths per million
-31	2020-02-28	10	0	10	0	0.903	0.0	0.903
-30	2020-02-29	14	0	4	0	1.265	0.0	0.361
-29	2020-03-01	15	0	1	0	1.355	0.0	0.09
-28	2020-03-02	20	0	5	0	1.807	0.0	0.452
-27	2020-03-03	28	0	8	0	2.529	0.0	0.723
-26	2020-03-04	50	0	22	0	4.517	0.0	1.987
-25	2020-03-05	73	0	23	0	6.595	0.0	2.078
-24	2020-03-06	96	0	23	0	8.672	0.0	2.078
-23	2020-03-07	170	0	74	0	15.358	0.0	6.685
-22	2020-03-08	182	0	12	0	16.442	0.0	1.084
-21	2020-03-09	204	0	22	0	18.429	0.0	1.987
-20	2020-03-10	237	0	33	0	21.41	0.0	2.981
-19	2020-03-11	277	0	40	0	25.024	0.0	3.614
-18	2020-03-12	454	0	177	0	41.014	0.0	15.99
-17	2020-03-13	454	0	0	0	41.014	0.0	0.0
-16	2020-03-14	569	0	115	0	51.403	0.0	10.389
-15	2020-03-15	827	0	258	0	74.71	0.0	23.307
-14	2020-03-16	1105	0	278	0	99.824	0.0	25.114
-13	2020-03-17	1479	2	374	2	133.61	0.181	33.787
-12	2020-03-18	1609	2	130	0	145.354	0.181	11.744
-11	2020-03-19	2155	6	546	4	194.679	0.542	49.325
-10	2020-03-20	2746	10	591	4	248.069	0.903	53.39
-9	2020-03-21	3668	16	922	6	331.361	1.445	83.292
-8	2020-03-22	3807	21	139	5	343.918	1.897	12.557
-7	2020-03-23	3811	21	4	0	344.279	1.897	0.361
-6	2020-03-24	5348	30	1537	9	483.129	2.71	138.85
-5	2020-03-25	6069	37	721	7	548.263	3.343	65.134
-4	2020-03-26	7283	56	1214	19	657.934	5.059	109.671
-3	2020-03-27	8161	70	878	14	737.251	6.324	79.317
-2	2020-03-28	9781	101	1620	31	883.599	9.124	146.348
-1	2020-03-29	9794	101	13	0	884.773	9.124	1.174
0	2020-03-30	10943	119	1149	18	988.572	10.75	103.799
